OCCUPATION,ID,OCCUPATION,ID2,COMMON
hair dresser ,2587,days work ,3998,
hair dresser ,2591,days work ,4011,
hair dresser ,2606,days work ,4015,
hair dresser ,2609,days work ,4016,
hair dresser ,2764,days work ,4018,
hair dresser ,2779,days work ,4023,
hair dresser ,2830,days work ,4049,
hair dresser ,2837,days work ,4051,
hair dresser ,2853,days work ,4053,
hair dresser ,2908,days work ,4062,
hair dresser ,2965,days work ,4143,
hair dresser ,3061,days work ,4148,
hair dresser ,3151,days work ,4150,
hair dresser ,3183,days work ,4161,
hair dresser ,3228,days work ,4163,
hair dresser ,3262,days work ,4195,
hair dresser ,3294,days work ,4210,
hair dresser ,3322,days work ,4211,
hair dresser ,3323,days work ,4237,
hair dresser ,3348,days work ,4267,
hair dresser ,3480,days work almost nothing ,555,
hair dresser ,3548,days work average ,348,
hair dresser ,3560,days work been sick ,3249,
hair dresser ,3747,days work but little ,662,
hair dresser ,3819,days work cant tell ,630,
hair dresser ,3843,days work cant tell ,681,
hair dresser ,3919,days work cant tell ,741,
hair dresser ,3972,days work considerable in summer ,359,
hair dressers one in store ,3840,days work cooking etc ,3477,
hair picker ,3095,days work etc ,3345,
hair picker ,3723,days work etc ,3486,
hat colorer ,3260,days work etc ,3545,
hat dyer,182,days work etc ,3744,
hat dyer,275,days work in spring & fall,325,
hat presser ,2029,days work irregular ,282,
hat presser ,2915,days work irregular ,340,
hat store ,3332,days work irregular ,341,
herb doctor ,497,days work irregular ,342,
herb doctor ,971,days work irregular ,346,
herb doctor ,1086,days work irregular ,351,
herb doctor ,1109,days work irregular ,355,
herb doctor ,1176,days work irregular ,356,
herb doctor ,1258,days work irregular ,360,
herb doctor ,2180,days work irregular ,436,
herb doctor ,2481,days work irregular ,611,
herb doctor cant tell ,410,days work not much ,704,
hod car ,648,days work occasionally ,485,
hod car ,697,days work scarcely any ,511,
hod car when can get it ,764,days work sempstree irregular ,532,
hod carrier ,277,days work sewing ,3040,
hod carrier ,325,days work slack time now ,515,
hod carrier ,336,days work so irregular assist ,253,
hod carrier ,349,days work sometimes ,1262,
hod carrier ,403,days work very dull ,441,
hod carrier ,431,days work very dull ,487,
hod carrier ,481,days work very dull ,508,
hod carrier ,485,days work very little ,361,
hod carrier ,496,days work very little ,379,
hod carrier ,510,days work very little ,390,
hod carrier ,517,days work very little ,408,
hod carrier ,564,days work very little ,489,
hod carrier ,569,days work very little ,504,
hod carrier ,589,days work very little ,559,
hod carrier ,608,days work very little ,971,
hod carrier ,612,days work when able ,506,
hod carrier ,664,days work when able ,764,
hod carrier ,667,days work when able ,800,
hod carrier ,700,days work when able ,827,
hod carrier ,788,days work when able ,907,
hod carrier ,794,days work when able ,945,
hod carrier ,951,days work when able ,950,
hod carrier ,981,days work when able ,992,
hod carrier ,1010,days work when able ,1164,
hod carrier ,1072,days work when able ,1193,
hod carrier ,1126,days work when able ,1196,
hod carrier ,1186,days work when able ,1197,
hod carrier ,1286,days work when able ,1341,
hod carrier ,1318,days work when able ,1469,
hod carrier ,1372,days work when able ,1481,
hod carrier ,1474,days work when able ,1482,
hod carrier ,1486,days work when able ,1745,
hod carrier ,1488,days work when able ,1875,
hod carrier ,1525,days work when able ,2085,
hod carrier ,1572,days work when able ,2086,
hod carrier ,1580,days work when can get it ,442,
hod carrier ,1627,days work when can get it ,484,
hod carrier ,1718,days work when can get it ,569,
hod carrier ,1726,days work when can get it ,603,
hod carrier ,1764,days work when can get it ,655,
hod carrier ,1809,days work when can get it ,671,
hod carrier ,1815,days work when can get it ,819,
hod carrier ,1832,days work when can get it ,824,
hod carrier ,1847,days work when can get it ,934,
hod carrier ,1866,days work when can get it ,947,
hod carrier ,1889,days work when can get it ,948,
hod carrier ,1894,days work when can get it ,1116,
hod carrier ,1895,days work when can get it ,1158,
hod carrier ,1999,days work when can get it ,1246,
hod carrier ,2136,days work when can get it ,1515,
hod carrier ,2151,days work when can get it ,1597,
hod carrier ,2152,days work when can get it ,1614,
hod carrier ,2185,dealer ,1437,
hod carrier ,2199,dealer dom duties ,1612,
hod carrier ,2201,dealer in clothes ,262,
hod carrier ,2210,deals in vegtables ,2667,
hod carrier ,2276,does nothing ,284,
hod carrier ,2298,does nothing ,403,
hod carrier ,2321,dom duties ,126,
hod carrier ,2403,dom duties ,133,
hod carrier ,2404,dom duties ,135,
hod carrier ,2429,dom duties ,136,
hod carrier ,2454,dom duties ,169,
hod carrier ,2455,dom duties ,186,
hod carrier ,2461,dom duties ,193,
hod carrier ,2509,dom duties ,256,
hod carrier ,2511,dom duties ,278,
hod carrier ,2548,dom duties ,322,
hod carrier ,2572,dom duties ,330,
hod carrier ,2597,dom duties ,378,
hod carrier ,2612,dom duties ,381,
hod carrier ,2692,dom duties ,386,
hod carrier ,2701,dom duties ,432,
hod carrier ,2732,dom duties ,496,
hod carrier ,2755,dom duties ,509,
hod carrier ,2760,dom duties ,530,
hod carrier ,2773,dom duties ,531,
hod carrier ,2791,dom duties ,584,
hod carrier ,2845,dom duties ,593,
hod carrier ,2863,dom duties ,594,
hod carrier ,2936,dom duties ,612,
hod carrier ,2988,dom duties ,619,
hod carrier ,3079,dom duties ,638,
hod carrier ,3199,dom duties ,644,
hod carrier ,3213,dom duties ,674,
hod carrier ,3261,dom duties ,678,
hod carrier ,3304,dom duties ,679,
hod carrier ,3403,dom duties ,680,
hod carrier ,3543,dom duties ,687,
hod carrier ,3672,dom duties ,696,
hod carrier ,3889,dom duties ,712,
hod carrier ,3954,dom duties ,713,
hod carrier cant tell ,593,dom duties ,721,
hod carrier dont know ,408,dom duties ,723,
hod carrier irregular ,356,dom duties ,737,
hod carrier wood sawyer ,319,dom duties ,740,
hog dealer ,3501,dom duties ,746,
hominy dealer ,607,dom duties ,750,
hominy dealer ,2977,dom duties ,757,
hominy dealer ,3134,dom duties ,767,
hominy dealer ,3516,dom duties ,768,
hominy dealer ,3674,dom duties ,781,
hominy man ,685,dom duties ,788,
hominy man ,1589,dom duties ,789,
hominy man ,2122,dom duties ,795,
hominy man ,2270,dom duties ,844,
hominy man ,2314,dom duties ,856,
hominy man ,3416,dom duties ,868,
hominy man and hackman his own ,756,dom duties ,892,
hostler ,720,dom duties ,1014,
hostler ,2873,dom duties ,1016,
hostler ,3280,dom duties ,1026,
hostler ,4155,dom duties ,1036,
house carpenter ,2815,dom duties ,1038,
house carpenter ,2870,dom duties ,1039,
house carpenter ,3098,dom duties ,1041,
house carpenter ,3114,dom duties ,1058,
house carpenter ,3248,dom duties ,1059,
house carpenter ,3319,dom duties ,1094,
house carpenter ,3618,dom duties ,1099,
house carpenter ,4170,dom duties ,1103,
house painter ,3602,dom duties ,1128,
huckster,417,dom duties ,1137,
huckster,866,dom duties ,1156,
huckster,907,dom duties ,1165,
huckster,1220,dom duties ,1240,
huckster,1277,dom duties ,1257,
huckster,1331,dom duties ,1263,
huckster,1362,dom duties ,1274,
huckster,2140,dom duties ,1280,
huckster,3714,dom duties ,1281,
huckster laborer ,542,dom duties ,1305,
huckster very dull ,662,dom duties ,1314,
ice cream maker ,168,dom duties ,1316,
ice cream maker ,3641,dom duties ,1317,
idle ,1040,dom duties ,1337,
in chair store ,3608,dom duties ,1339,
in jewelry store ,3586,dom duties ,1340,
in oil store ,3301,dom duties ,1344,
in store ,3312,dom duties ,1351,
in store ,3816,dom duties ,1356,
in sum ,612,dom duties ,1368,
in type foundry ,2580,dom duties ,1378,
in winter jobbing in summer ice cream ,4193,dom duties ,1381,
indian doctor ,869,dom duties ,1390,
iron foundry ,3446,dom duties ,1394,
iron store ,4076,dom duties ,1407,
iron worker ,3688,dom duties ,1410,
ironing ,3864,dom duties ,1416,
ivory turner ,1610,dom duties ,1428,
janitor ,1038,dom duties ,1429,
janitor ,1691,dom duties ,1446,
jobber ,3763,dom duties ,1500,
jobber ,4068,dom duties ,1508,
jobbing ,2536,dom duties ,1511,
jobbing ,2539,dom duties ,1517,
jobbing ,2547,dom duties ,1520,
jobbing ,2549,dom duties ,1527,
jobbing ,2562,dom duties ,1547,
jobbing ,2600,dom duties ,1553,
jobbing ,2605,dom duties ,1556,
jobbing ,2631,dom duties ,1564,
jobbing ,2666,dom duties ,1579,
jobbing ,2678,dom duties ,1592,
jobbing ,2685,dom duties ,1599,
jobbing ,2693,dom duties ,1605,
jobbing ,2695,dom duties ,1616,
jobbing ,2696,dom duties ,1628,
jobbing ,2703,dom duties ,1636,
jobbing ,2716,dom duties ,1637,
jobbing ,2719,dom duties ,1641,
jobbing ,2721,dom duties ,1642,
jobbing ,2729,dom duties ,1644,
jobbing ,2733,dom duties ,1646,
jobbing ,2765,dom duties ,1660,
jobbing ,2783,dom duties ,1681,
jobbing ,2787,dom duties ,1685,
jobbing ,2801,dom duties ,1712,
jobbing ,2808,dom duties ,1713,
jobbing ,2816,dom duties ,1715,
jobbing ,2824,dom duties ,1735,
jobbing ,2831,dom duties ,1743,
jobbing ,2834,dom duties ,1763,
jobbing ,2852,dom duties ,1797,
jobbing ,2904,dom duties ,1803,
jobbing ,2923,dom duties ,1847,
jobbing ,2946,dom duties ,1880,
jobbing ,2958,dom duties ,1891,
jobbing ,2968,dom duties ,1895,
jobbing ,2982,dom duties ,1909,
jobbing ,2984,dom duties ,1912,
jobbing ,3026,dom duties ,1962,
jobbing ,3028,dom duties ,1979,
jobbing ,3062,dom duties ,1984,
jobbing ,3072,dom duties ,1988,
jobbing ,3083,dom duties ,1989,
jobbing ,3099,dom duties ,2004,
jobbing ,3118,dom duties ,2011,
jobbing ,3123,dom duties ,2015,
jobbing ,3146,dom duties ,2023,
jobbing ,3182,dom duties ,2030,
jobbing ,3186,dom duties ,2034,
jobbing ,3206,dom duties ,2037,
jobbing ,3209,dom duties ,2051,
jobbing ,3214,dom duties ,2057,
jobbing ,3230,dom duties ,2074,
jobbing ,3266,dom duties ,2075,
jobbing ,3269,dom duties ,2080,
jobbing ,3316,dom duties ,2105,
jobbing ,3328,dom duties ,2112,
jobbing ,3336,dom duties ,2203,
jobbing ,3342,dom duties ,2204,
jobbing ,3408,dom duties ,2206,
jobbing ,3438,dom duties ,2212,
jobbing ,3462,dom duties ,2213,
jobbing ,3474,dom duties ,2217,
jobbing ,3475,dom duties ,2218,
jobbing ,3478,dom duties ,2226,
jobbing ,3497,dom duties ,2230,
jobbing ,3510,dom duties ,2246,
jobbing ,3536,dom duties ,2251,
jobbing ,3538,dom duties ,2252,
jobbing ,3569,dom duties ,2255,
jobbing ,3600,dom duties ,2266,
jobbing ,3614,dom duties ,2267,
jobbing ,3616,dom duties ,2268,
jobbing ,3617,dom duties ,2269,
jobbing ,3619,dom duties ,2274,
jobbing ,3628,dom duties ,2278,
jobbing ,3701,dom duties ,2282,
jobbing ,3708,dom duties ,2300,
jobbing ,3717,dom duties ,2302,
jobbing ,3742,dom duties ,2316,
jobbing ,3751,dom duties ,2333,
jobbing ,3789,dom duties ,2339,
jobbing ,3792,dom duties ,2341,
jobbing ,3815,dom duties ,2352,
jobbing ,3826,dom duties ,2374,
jobbing ,3859,dom duties ,2395,
jobbing ,3871,dom duties ,2396,
jobbing ,3888,dom duties ,2399,
jobbing ,3898,dom duties ,2403,
jobbing ,3924,dom duties ,2407,
jobbing ,3934,dom duties ,2427,
jobbing ,3944,dom duties ,2428,
jobbing ,3951,dom duties ,2431,
jobbing ,3977,dom duties ,2438,
jobbing ,3985,dom duties ,2440,
jobbing ,3989,dom duties ,2446,
jobbing ,4005,dom duties ,2454,
jobbing ,4009,dom duties ,2456,
jobbing ,4018,dom duties ,2457,
jobbing ,4219,dom duties ,2458,
jobbing ,4229,dom duties ,2473,
jobbing ,4269,dom duties ,2478,
jobbing etc ,3055,dom duties ,2480,
jobbing etc ,4105,dom duties ,2483,
jobing ,3197,dom duties ,2494,
keeps hogs ,3034,dom duties ,2497,
lab ,1,dom duties ,2499,
lab ,69,dom work ,2070,
lab ,74,domestic duties ,4,
lab ,79,domestic duties ,10,
lab ,80,domestic duties ,18,
lab ,81,domestic duties ,59,
lab ,82,domestic duties ,84,
lab ,87,domestic duties ,89,
lab ,98,domestic duties ,103,
lab ,282,domestic duties ,105,
lab ,814,domestic duties ,110,
lab ,935,domestic duties ,119,
lab ,1034,domestic duties ,128,
lab ,1050,domestic duties ,129,
lab ,1117,domestic duties ,130,
lab ,1317,domestic duties ,156,
lab ,1379,domestic duties ,163,
lab ,1464,domestic duties ,168,
lab ,1495,domestic duties ,172,
lab ,1798,domestic duties ,174,
lab ,2245,domestic duties ,177,
lab ,2350,domestic duties ,179,
lab ,2366,domestic duties ,200,
lab ,2397,domestic duties ,244,
lab ,2420,domestic duties ,245,
lab ,2433,domestic duties ,246,
lab in boat yard ,586,domestic duties ,250,
lab in drug store ,530,domestic duties ,315,
lab in dug mill ,479,domestic duties ,343,
lab in ink factory ,2213,domestic duties ,363,
lab in oyster h ,600,domestic duties ,383,
lab in stove store ,341,domestic duties ,448,
lab in stove store part of the time ,440,domestic duties ,457,
lab in sugar house ,1017,domestic duties ,462,
lab on farm ,1503,domestic duties ,481,
lab sometimes ,251,domestic duties ,539,
lab when able ,1494,domestic duties ,543,
lab when able ,1598,domestic duties ,574,
lab with grain meast ,640,domestic duties ,766,
lab with grain measure ,664,domestic duties ,796,
labor ,361,domestic duties ,1168,
labor ,2798,domestic duties ,1174,
labor ,2819,domestic duties ,1190,
labor ,2857,domestic duties ,1209,
labor ,4020,domestic duties ,1990,
labor ,4027,domestic duties ,2117,
labor ,4034,domestic duties ,2198,
labor ,4047,door mat maker ,2975,
labor ,4058,doubtful ,579,
labor ,4061,dress ,245,
labor ,4063,dress ,2298,
labor ,4064,dress m ,62,
labor ,4066,dress m ,82,
labor ,4073,dress m ,2498,
labor ,4075,dress m millinery dont know ,405,
labor ,4077,dress maker ,235,
labor ,4081,dress making one a cook ,3312,
labor ,4083,dress shirt maker,243,
labor ,4084,dressm,621,
labor ,4090,dressm fortune teller ,1616,
labor ,4103,dressm iregular ,334,
labor ,4104,dressm nothing to do ,443,
labor ,4119,dressm very little ,412,
labor ,4121,dressm very little ,573,
labor ,4122,dressmaker ,102,
labor ,4126,dressmaker ,104,
labor ,4128,dressmaker ,145,
labor ,4136,dressmaker ,146,
labor ,4154,dressmaker ,155,
labor ,4158,dressmaker ,165,
labor ,4162,dressmaker ,166,
labor ,4169,dressmaker ,169,
labor ,4172,dressmaker ,173,
labor ,4180,dressmaker ,175,
labor ,4183,dressmaker ,195,
labor ,4184,dressmaker ,201,
labor ,4188,dressmaker ,204,
labor ,4190,dressmaker ,247,
labor ,4194,dressmaker ,250,
labor ,4209,dressmaker ,298,
labor ,4223,dressmaker ,301,
labor ,4226,dressmaker ,304,
labor ,4234,dressmaker ,331,
labor ,4238,dressmaker ,332,
labor ,4241,dressmaker ,386,
labor ,4245,dressmaker ,471,
labor ,4246,dressmaker ,531,
labor ,4250,dressmaker ,570,
labor ,4254,dressmaker ,614,
labor ,4260,dressmaker ,654,
labor ,4261,dressmaker ,709,
labor ,4268,dressmaker ,711,
labor ,4274,dressmaker ,719,
labor ,4276,dressmaker ,726,
labor ,4282,dressmaker ,736,
labor ,4283,dressmaker ,747,
laboratory ,3241,dressmaker ,750,
laborer ,7,dressmaker ,767,
laborer ,9,dressmaker ,791,
laborer ,16,dressmaker ,868,
laborer ,24,dressmaker ,901,
laborer ,29,dressmaker ,932,
laborer ,36,dressmaker ,954,
laborer ,48,dressmaker ,955,
laborer ,53,dressmaker ,962,
laborer ,57,dressmaker ,986,
laborer ,58,dressmaker ,989,
laborer ,60,dressmaker ,993,
laborer ,64,dressmaker ,998,
laborer ,65,dressmaker ,1007,
laborer ,83,dressmaker ,1014,
laborer ,84,dressmaker ,1064,
laborer ,94,dressmaker ,1088,
laborer ,97,dressmaker ,1093,
laborer ,108,dressmaker ,1200,
laborer ,177,dressmaker ,1259,
laborer ,178,dressmaker ,1355,
laborer ,189,dressmaker ,1372,
laborer ,196,dressmaker ,1380,
laborer ,197,dressmaker ,1383,
laborer ,206,dressmaker ,1388,
laborer ,218,dressmaker ,1399,
laborer ,241,dressmaker ,1518,
laborer ,257,dressmaker ,1528,
laborer ,276,dressmaker ,1543,
laborer ,279,dressmaker ,1553,
laborer ,309,dressmaker ,1571,
laborer ,315,dressmaker ,1593,
laborer ,338,dressmaker ,1600,
laborer ,339,dressmaker ,1603,
laborer ,343,dressmaker ,1604,
laborer ,352,dressmaker ,1610,
laborer ,363,dressmaker ,1634,
laborer ,392,dressmaker ,1662,
laborer ,428,dressmaker ,1663,
laborer ,460,dressmaker ,1673,
laborer ,482,dressmaker ,1674,
laborer ,483,dressmaker ,1681,
laborer ,515,dressmaker ,1684,
laborer ,516,dressmaker ,1688,
laborer ,521,dressmaker ,1703,
laborer ,522,dressmaker ,1705,
laborer ,531,dressmaker ,1710,
laborer ,585,dressmaker ,1711,
laborer ,597,dressmaker ,1713,
laborer ,617,dressmaker ,1715,
laborer ,633,dressmaker ,1723,
laborer ,647,dressmaker ,1729,
laborer ,666,dressmaker ,1735,
laborer ,691,dressmaker ,1736,
laborer ,694,dressmaker ,1738,
laborer ,709,dressmaker ,1743,
laborer ,718,dressmaker ,1759,
laborer ,721,dressmaker ,1778,
laborer ,879,dressmaker ,1779,
laborer ,885,dressmaker ,1780,
laborer ,891,dressmaker ,1791,
laborer ,913,dressmaker ,1812,
laborer ,929,dressmaker ,1831,
laborer ,930,dressmaker ,1848,
laborer ,975,dressmaker ,1855,
laborer ,977,dressmaker ,1863,
laborer ,1016,dressmaker ,1871,
laborer ,1068,dressmaker ,1878,
laborer ,1077,dressmaker ,1909,
laborer ,1082,dressmaker ,1942,
laborer ,1083,dressmaker ,1960,
laborer ,1084,dressmaker ,1966,
laborer ,1108,dressmaker ,1969,
laborer ,1115,dressmaker ,1979,
laborer ,1142,dressmaker ,1985,
laborer ,1198,dressmaker ,1992,
laborer ,1199,dressmaker ,1993,
laborer ,1214,dressmaker ,1994,
laborer ,1221,dressmaker ,2004,
laborer ,1222,dressmaker ,2012,
laborer ,1225,dressmaker ,2021,
laborer ,1251,dressmaker ,2031,
laborer ,1252,dressmaker ,2036,
laborer ,1253,dressmaker ,2043,
laborer ,1259,dressmaker ,2045,
laborer ,1263,dressmaker ,2050,
laborer ,1265,dressmaker ,2073,
laborer ,1275,dressmaker ,2075,
laborer ,1288,dressmaker ,2101,
laborer ,1289,dressmaker ,2111,
laborer ,1295,dressmaker ,2116,
laborer ,1301,dressmaker ,2121,
laborer ,1306,dressmaker ,2124,
laborer ,1309,dressmaker ,2126,
laborer ,1315,dressmaker ,2149,
laborer ,1320,dressmaker ,2193,
laborer ,1321,dressmaker ,2205,
laborer ,1323,dressmaker ,2209,
laborer ,1325,dressmaker ,2221,
laborer ,1332,dressmaker ,2233,
laborer ,1343,dressmaker ,2257,
laborer ,1347,dressmaker ,2262,
laborer ,1348,dressmaker ,2265,
laborer ,1382,dressmaker ,2275,
laborer ,1389,dressmaker ,2284,
laborer ,1390,dressmaker ,2299,
laborer ,1413,dressmaker ,2309,
laborer ,1429,dressmaker ,2330,
laborer ,1440,dressmaker ,2340,
laborer ,1457,dressmaker ,2353,
laborer ,1461,dressmaker ,2376,
laborer ,1472,dressmaker ,2385,
laborer ,1475,dressmaker ,2388,
laborer ,1502,dressmaker ,2398,
laborer ,1538,dressmaker ,2420,
laborer ,1549,dressmaker ,2425,
laborer ,1562,dressmaker ,2426,
laborer ,1579,dressmaker ,2434,
laborer ,1588,dressmaker ,2488,
laborer ,1635,dressmaker ,2499,
laborer ,1656,dressmaker ,2514,
laborer ,1690,dressmaker ,2569,
laborer ,1702,dressmaker ,2598,
laborer ,1704,dressmaker ,2621,
laborer ,1729,dressmaker ,2833,
laborer ,1745,dressmaker ,2890,
laborer ,1790,dressmaker ,2931,
laborer ,1796,dressmaker ,3187,
laborer ,1808,dressmaker ,3303,
laborer ,1836,dressmaker ,3373,
laborer ,1858,dressmaker ,3388,
laborer ,1859,dressmaker ,3589,
laborer ,1930,dressmaker ,3704,
laborer ,2020,dressmaker ,3886,
laborer ,2092,dressmaker ,4197,
laborer ,2119,dressmaker & tailoress,793,
laborer ,2140,dressmaker when able ,1405,
laborer ,2174,dressmaker when able ,1916,
laborer ,2195,dressmakers very little ,374,
laborer ,2242,drives sweep ,3428,
laborer ,2246,eating & c house ,69,
laborer ,2272,eating house ,3,
laborer ,2277,eating house ,552,
laborer ,2304,eating house ,760,
laborer ,2317,eating house ,1242,
laborer ,2327,eating house ,1289,
laborer ,2332,eating house ,1378,
laborer ,2336,eating house cant tell ,718,
laborer ,2345,embroider ,998,
laborer ,2348,farm work ,4116,
laborer ,2359,females want washing ,4242,
laborer ,2371,funeral furnishes ,724,
laborer ,2392,furniture shop ,2935,
laborer ,2393,general house work ,3304,
laborer ,2405,general house work ,3600,
laborer ,2443,general house work ,3662,
laborer ,2460,general house work ,3759,
laborer ,2463,general house work ,3931,
laborer ,2468,general house work ,3954,
laborer ,2474,general work ,2537,
laborer ,2479,general work ,2562,
laborer ,2491,general work ,2631,
laborer ,2508,general work ,2656,
laborer ,2513,general work ,2710,
laborer ,2517,general work ,2728,
laborer ,2519,general work ,2758,
laborer ,2537,general work ,2788,
laborer ,2543,general work ,2805,
laborer ,2545,general work ,2851,
laborer ,2558,general work ,2958,
laborer ,2560,general work ,3216,
laborer ,2567,general work ,3412,
laborer ,2592,general work ,3413,
laborer ,2619,general work ,3706,
laborer ,2622,hair dresser ,692,
laborer ,2623,hair dresser ,2234,
laborer ,2624,hair dressmaker ,1611,
laborer ,2642,home duties ,74,
laborer ,2643,hominy dealer ,2913,
laborer ,2648,homooy sells ,2604,
laborer ,2651,house clean cook ,3743,
laborer ,2658,house cleaner ,2564,
laborer ,2659,house cleaner ,2903,
laborer ,2663,house cleaner ,3121,
laborer ,2664,house cleaner ,3273,
laborer ,2679,house cleaner ,3314,
laborer ,2682,house cleaner ,3527,
laborer ,2694,house cleaner ,3927,
laborer ,2700,house cleaning ,2507,
laborer ,2706,house cleaning ,2539,
laborer ,2709,house cleaning ,2548,
laborer ,2717,house cleaning ,2584,
laborer ,2728,house cleaning ,2591,
laborer ,2731,house cleaning ,2602,
laborer ,2734,house cleaning ,2635,
laborer ,2743,house cleaning ,2644,
laborer ,2746,house cleaning ,2645,
laborer ,2761,house cleaning ,2672,
laborer ,2805,house cleaning ,2680,
laborer ,2811,house cleaning ,2700,
laborer ,2825,house cleaning ,2701,
laborer ,2826,house cleaning ,2702,
laborer ,2827,house cleaning ,2714,
laborer ,2869,house cleaning ,2723,
laborer ,2880,house cleaning ,2724,
laborer ,2886,house cleaning ,2734,
laborer ,2889,house cleaning ,2759,
laborer ,2906,house cleaning ,2793,
laborer ,2910,house cleaning ,2807,
laborer ,2912,house cleaning ,2817,
laborer ,2914,house cleaning ,2821,
laborer ,2917,house cleaning ,2823,
laborer ,2924,house cleaning ,2828,
laborer ,2930,house cleaning ,2836,
laborer ,2945,house cleaning ,2846,
laborer ,2954,house cleaning ,2847,
laborer ,2956,house cleaning ,2854,
laborer ,2960,house cleaning ,3064,
laborer ,2964,house cleaning ,3073,
laborer ,2971,house cleaning ,3103,
laborer ,2983,house cleaning ,3235,
laborer ,2993,house cleaning ,3350,
laborer ,2998,house cleaning ,3367,
laborer ,3000,house cleaning ,3446,
laborer ,3002,house cleaning ,3462,
laborer ,3012,house cleaning ,3478,
laborer ,3015,house cleaning ,3578,
laborer ,3018,house cleaning ,3672,
laborer ,3021,house cleaning ,3698,
laborer ,3036,house cleaning ,3925,
laborer ,3059,house cleaning washing ,3552,
laborer ,3084,house cleaning washing ,3728,
laborer ,3087,house cleans ,2583,
laborer ,3088,house cleans ,2594,
laborer ,3126,house cleans ,2849,
laborer ,3131,house cleans ,2852,
laborer ,3135,house keeper ,2971,
laborer ,3148,house keeper ,3005,
laborer ,3149,house keeper ,3348,
laborer ,3154,house keeper ,3425,
laborer ,3165,house keeper ,3654,
laborer ,3167,house keeper ,3992,
laborer ,3172,house maid ,2938,
laborer ,3188,house of assignation ,3386,
laborer ,3204,house work ,2870,
laborer ,3256,house work ,2871,
laborer ,3257,house work ,2882,
laborer ,3272,house work ,2897,
laborer ,3292,house work ,2912,
laborer ,3302,house work ,2929,
laborer ,3327,house work ,2944,
laborer ,3347,house work ,2954,
laborer ,3349,house work ,2965,
laborer ,3367,house work ,2987,
laborer ,3381,house work ,3025,
laborer ,3382,house work ,3049,
laborer ,3385,house work ,3078,
laborer ,3388,house work ,3117,
laborer ,3391,house work ,3175,
laborer ,3394,house work ,3177,
laborer ,3396,house work ,3185,
laborer ,3405,house work ,3188,
laborer ,3409,house work ,3203,
laborer ,3419,house work ,3228,
laborer ,3437,house work ,3248,
laborer ,3440,house work ,3253,
laborer ,3452,house work ,3268,
laborer ,3457,house work ,3286,
laborer ,3460,house work ,3297,
laborer ,3466,house work ,3313,
laborer ,3494,house work ,3320,
laborer ,3501,house work ,3333,
laborer ,3508,house work ,3363,
laborer ,3515,house work ,3397,
laborer ,3517,house work ,3410,
laborer ,3530,house work ,3424,
laborer ,3539,house work ,3451,
laborer ,3542,house work ,3459,
laborer ,3573,house work ,3480,
laborer ,3580,house work ,3531,
laborer ,3596,house work ,3546,
laborer ,3598,house work ,3547,
laborer ,3612,house work ,3548,
laborer ,3621,house work ,3560,
laborer ,3634,house work ,3577,
laborer ,3642,house work ,3581,
laborer ,3655,house work ,3583,
laborer ,3656,house work ,3590,
laborer ,3658,house work ,3604,
laborer ,3668,house work ,3607,
laborer ,3682,house work ,3618,
laborer ,3697,house work ,3642,
laborer ,3705,house work ,3645,
laborer ,3706,house work ,3652,
laborer ,3719,house work ,3688,
laborer ,3721,house work ,3691,
laborer ,3722,house work ,3747,
laborer ,3738,house work ,3754,
laborer ,3740,house work ,3773,
laborer ,3749,house work ,3794,
laborer ,3756,house work ,3818,
laborer ,3765,house work ,3824,
laborer ,3769,house work ,3855,
laborer ,3770,house work ,3877,
laborer ,3775,house work ,3918,
laborer ,3776,house work ,3960,
laborer ,3788,house work ,3972,
laborer ,3798,house work ,3973,
laborer ,3805,house work ,4145,
laborer ,3809,house work ,4217,
laborer ,3822,house work at home ,2831,
laborer ,3839,house work at home ,3259,
laborer ,3852,house work at home ,3522,
laborer ,3875,house work at home ,3629,
laborer ,3880,house work at home ,3840,
laborer ,3885,huckster,68,
laborer ,3893,huckster,143,
laborer ,3894,huckster,144,
laborer ,3899,huckster,476,
laborer ,3909,huckster,503,
laborer ,3911,huckster,523,
laborer ,3930,huckster,529,
laborer ,3947,huckster,579,
laborer ,3956,huckster,885,
laborer ,3964,huckster,1085,
laborer ,3980,huckster,1147,
laborer ,3991,huckster,1286,
laborer ,3993,huckster,2038,
laborer ,4003,huckster,2344,
laborer ,4010,huckster,2348,
laborer ,4043,huckster part of the year ,648,
laborer ,4048,huckster washer ,2349,
laborer ,4053,husband slave ,4278,
laborer ,4089,idle ,1245,
laborer ,4093,in rag store ,186,
laborer ,4107,in rag store ,3220,
laborer ,4108,intelligence office ,311,
laborer ,4109,ironing ,2502,
laborer ,4110,ironing ,2504,
laborer ,4123,ironing ,2510,
laborer ,4137,ironing ,2511,
laborer ,4152,ironing ,2515,
laborer ,4161,ironing ,2517,
laborer ,4173,ironing ,2522,
laborer ,4178,ironing ,2529,
laborer ,4195,ironing ,2559,
laborer ,4199,ironing ,2565,
laborer ,4210,ironing ,2603,
laborer ,4211,ironing ,2607,
laborer ,4224,ironing ,2610,
laborer ,4231,ironing ,2613,
laborer ,4240,ironing ,2623,
laborer ,4252,ironing ,2625,
laborer ,4256,ironing ,2628,
laborer ,4267,ironing ,2636,
laborer ,4280,ironing ,2641,
laborer each ,360,ironing ,2651,
laborer in coal yard ,2684,ironing ,2666,
