OCCUPATION,ID,OCCUPATION,ID2,COMMON
laborer in coal yard ,2744,ironing ,2685,
laborer in coal yard ,2786,ironing ,2699,
laborer in labratory ,3644,ironing ,2732,
laborer in lumber yard ,2531,ironing ,2736,
laborer in lumber yard ,2533,ironing ,2737,
laborer in lumber yard ,2630,ironing ,2751,
laborer in lumber yard ,2840,ironing ,2754,
laborer in lumber yard ,2848,ironing ,2763,
laborer irregular ,394,ironing ,2765,
laborer irregular ,540,ironing ,2770,
laborer irregular ,655,ironing ,2771,
laborer on farm ,1340,ironing ,2774,
laborer on steamboat ,2769,ironing ,2778,
laborer on wharf ,3750,ironing ,2780,
labors on farm ,1442,ironing ,2785,
ladies shoemaker ,127,ironing ,2795,
lamp dealer,3757,ironing ,2803,
lh clothes seller ,3203,ironing ,2804,
lime burner ,4049,ironing ,2810,
livery stable ,2431,ironing ,2814,
livery stable ,2446,ironing ,2824,
livery stable ,3583,ironing ,2829,
lumber merchant ,1592,ironing ,2843,
lumber yard ,3718,ironing ,2858,
lumber yard ,4070,ironing ,2860,
makes bricks ,4177,ironing ,2861,
makes little wooden ornaments ,3796,ironing ,2865,
makes mats ,3133,ironing ,2866,
makes saw handles ,1781,ironing ,2868,
man helpless ,2820,ironing ,2873,
man helpless ,4255,ironing ,2875,
man nearly helpless ,4242,ironing ,2877,
mans nurse ,870,ironing ,2879,
market works at ,3632,ironing ,2883,
master carpenter ,808,ironing ,2888,
master cooper in ny ,899,ironing ,2892,
matt maker ,1487,ironing ,2893,
melting iron ,4036,ironing ,2896,
messanger ,166,ironing ,2899,
minister ,2987,ironing ,2906,
morocco dresser ,3287,ironing ,2910,
muffin baker ,882,ironing ,2914,
muffin dealer ,3305,ironing ,2915,
muscian ,1034,ironing ,2924,
muscician ,2182,ironing ,2925,
music teacher ,955,ironing ,2927,
music teacher ,1291,ironing ,2939,
musician ,204,ironing ,2940,
musician ,670,ironing ,2943,
musician ,893,ironing ,2946,
musician ,927,ironing ,2947,
musician ,1180,ironing ,2955,
musician ,1181,ironing ,2956,
musician ,1229,ironing ,2960,
musician ,1245,ironing ,2961,
musician ,1355,ironing ,2963,
musician ,1366,ironing ,2964,
musician ,1368,ironing ,2969,
musician ,1855,ironing ,2973,
musician ,2057,ironing ,2974,
musician ,2058,ironing ,2977,
musician ,2138,ironing ,2978,
musician ,2211,ironing ,2979,
musician ,2212,ironing ,2983,
musician ,2227,ironing ,2984,
musician ,2398,ironing ,2989,
musician ,2710,ironing ,2990,
musician ,2937,ironing ,2991,
musician ,2965,ironing ,2992,
musician & boot mr,119,ironing ,2993,
musician etc ,3043,ironing ,2994,
night work ,3077,ironing ,2995,
night work ,3514,ironing ,3002,
night work ,3567,ironing ,3009,
night work ,3721,ironing ,3011,
night work ,3727,ironing ,3012,
night work ,3842,ironing ,3018,
night work ,3849,ironing ,3022,
no occupation lame ,368,ironing ,3027,
not able ,509,ironing ,3028,
not able ,689,ironing ,3031,
not able ,710,ironing ,3032,
not able ,790,ironing ,3037,
not able ,904,ironing ,3041,
not able ,940,ironing ,3046,
not able ,1003,ironing ,3048,
not able ,1006,ironing ,3050,
not able ,1046,ironing ,3052,
not able ,1270,ironing ,3053,
not able ,1282,ironing ,3056,
not able ,1443,ironing ,3057,
not able ,1446,ironing ,3058,
not able ,1462,ironing ,3059,
not able ,1583,ironing ,3060,
not able ,1641,ironing ,3062,
not able ,1712,ironing ,3063,
not able ,1765,ironing ,3068,
not able ,1807,ironing ,3069,
not able ,1817,ironing ,3074,
not able ,1850,ironing ,3075,
not able ,1952,ironing ,3080,
not able ,2048,ironing ,3081,
not able ,2088,ironing ,3083,
not able ,2119,ironing ,3089,
not able ,2333,ironing ,3092,
not able ,2350,ironing ,3094,
not able ,2459,ironing ,3098,
not able ,2471,ironing ,3100,
not able to do much ,771,ironing ,3101,
not able to work ,649,ironing ,3102,
not employed,2326,ironing ,3108,
nothing to do,4171,ironing ,3109,
null,2,ironing ,3113,
null,10,ironing ,3116,
null,11,ironing ,3128,
null,12,ironing ,3129,
null,13,ironing ,3134,
null,17,ironing ,3136,
null,20,ironing ,3143,
null,21,ironing ,3144,
null,23,ironing ,3148,
null,27,ironing ,3154,
null,31,ironing ,3155,
null,35,ironing ,3157,
null,37,ironing ,3160,
null,39,ironing ,3166,
null,40,ironing ,3168,
null,41,ironing ,3171,
null,42,ironing ,3172,
null,44,ironing ,3174,
null,45,ironing ,3176,
null,47,ironing ,3179,
null,49,ironing ,3180,
null,50,ironing ,3182,
null,51,ironing ,3184,
null,52,ironing ,3190,
null,54,ironing ,3194,
null,56,ironing ,3195,
null,59,ironing ,3196,
null,61,ironing ,3201,
null,62,ironing ,3204,
null,70,ironing ,3205,
null,72,ironing ,3208,
null,75,ironing ,3209,
null,76,ironing ,3211,
null,78,ironing ,3212,
null,90,ironing ,3214,
null,91,ironing ,3215,
null,92,ironing ,3217,
null,93,ironing ,3219,
null,95,ironing ,3221,
null,104,ironing ,3223,
null,111,ironing ,3224,
null,112,ironing ,3225,
null,114,ironing ,3226,
null,118,ironing ,3229,
null,122,ironing ,3231,
null,123,ironing ,3234,
null,124,ironing ,3243,
null,125,ironing ,3244,
null,134,ironing ,3245,
null,138,ironing ,3256,
null,139,ironing ,3258,
null,140,ironing ,3264,
null,143,ironing ,3272,
null,144,ironing ,3274,
null,149,ironing ,3281,
null,160,ironing ,3283,
null,161,ironing ,3284,
null,170,ironing ,3290,
null,183,ironing ,3292,
null,186,ironing ,3293,
null,187,ironing ,3294,
null,190,ironing ,3295,
null,191,ironing ,3299,
null,192,ironing ,3300,
null,198,ironing ,3302,
null,199,ironing ,3305,
null,201,ironing ,3306,
null,202,ironing ,3308,
null,210,ironing ,3309,
null,212,ironing ,3310,
null,213,ironing ,3311,
null,214,ironing ,3315,
null,215,ironing ,3316,
null,216,ironing ,3318,
null,217,ironing ,3325,
null,221,ironing ,3326,
null,222,ironing ,3328,
null,223,ironing ,3331,
null,224,ironing ,3334,
null,226,ironing ,3335,
null,227,ironing ,3337,
null,228,ironing ,3340,
null,231,ironing ,3341,
null,237,ironing ,3347,
null,238,ironing ,3349,
null,239,ironing ,3351,
null,248,ironing ,3352,
null,249,ironing ,3355,
null,258,ironing ,3357,
null,260,ironing ,3358,
null,262,ironing ,3360,
null,265,ironing ,3372,
null,267,ironing ,3380,
null,268,ironing ,3385,
null,269,ironing ,3393,
null,271,ironing ,3394,
null,272,ironing ,3398,
null,273,ironing ,3399,
null,274,ironing ,3401,
null,280,ironing ,3402,
null,284,ironing ,3405,
null,287,ironing ,3406,
null,291,ironing ,3407,
null,292,ironing ,3419,
null,293,ironing ,3420,
null,294,ironing ,3422,
null,295,ironing ,3429,
null,296,ironing ,3430,
null,300,ironing ,3432,
null,302,ironing ,3435,
null,312,ironing ,3437,
null,318,ironing ,3441,
null,321,ironing ,3452,
null,323,ironing ,3454,
null,327,ironing ,3457,
null,330,ironing ,3460,
null,333,ironing ,3463,
null,334,ironing ,3467,
null,335,ironing ,3468,
null,344,ironing ,3471,
null,345,ironing ,3479,
null,358,ironing ,3481,
null,359,ironing ,3494,
null,364,ironing ,3498,
null,367,ironing ,3501,
null,369,ironing ,3503,
null,370,ironing ,3504,
null,372,ironing ,3506,
null,375,ironing ,3509,
null,377,ironing ,3510,
null,388,ironing ,3512,
null,391,ironing ,3513,
null,396,ironing ,3516,
null,397,ironing ,3517,
null,400,ironing ,3519,
null,405,ironing ,3524,
null,413,ironing ,3525,
null,416,ironing ,3526,
null,424,ironing ,3528,
null,434,ironing ,3534,
null,435,ironing ,3535,
null,437,ironing ,3536,
null,439,ironing ,3537,
null,444,ironing ,3538,
null,445,ironing ,3539,
null,454,ironing ,3541,
null,456,ironing ,3542,
null,458,ironing ,3544,
null,459,ironing ,3549,
null,461,ironing ,3550,
null,463,ironing ,3551,
null,464,ironing ,3554,
null,465,ironing ,3557,
null,471,ironing ,3558,
null,473,ironing ,3562,
null,474,ironing ,3565,
null,475,ironing ,3566,
null,476,ironing ,3570,
null,494,ironing ,3579,
null,495,ironing ,3585,
null,498,ironing ,3588,
null,504,ironing ,3591,
null,507,ironing ,3592,
null,511,ironing ,3602,
null,514,ironing ,3608,
null,520,ironing ,3611,
null,523,ironing ,3615,
null,526,ironing ,3620,
null,528,ironing ,3621,
null,532,ironing ,3624,
null,538,ironing ,3627,
null,544,ironing ,3628,
null,548,ironing ,3631,
null,549,ironing ,3637,
null,550,ironing ,3640,
null,554,ironing ,3644,
null,555,ironing ,3647,
null,557,ironing ,3648,
null,559,ironing ,3650,
null,561,ironing ,3655,
null,563,ironing ,3656,
null,565,ironing ,3659,
null,566,ironing ,3661,
null,568,ironing ,3665,
null,574,ironing ,3666,
null,579,ironing ,3668,
null,581,ironing ,3673,
null,587,ironing ,3674,
null,590,ironing ,3677,
null,598,ironing ,3679,
null,610,ironing ,3680,
null,620,ironing ,3681,
null,622,ironing ,3682,
null,625,ironing ,3683,
null,627,ironing ,3692,
null,628,ironing ,3697,
null,634,ironing ,3700,
null,641,ironing ,3708,
null,642,ironing ,3712,
null,652,ironing ,3718,
null,656,ironing ,3719,
null,657,ironing ,3722,
null,659,ironing ,3723,
null,660,ironing ,3725,
null,683,ironing ,3730,
null,686,ironing ,3732,
null,688,ironing ,3735,
null,690,ironing ,3738,
null,699,ironing ,3740,
null,702,ironing ,3741,
null,703,ironing ,3742,
null,705,ironing ,3748,
null,707,ironing ,3749,
null,708,ironing ,3751,
null,714,ironing ,3752,
null,727,ironing ,3755,
null,728,ironing ,3756,
null,730,ironing ,3757,
null,731,ironing ,3758,
null,735,ironing ,3762,
null,739,ironing ,3763,
null,744,ironing ,3769,
null,745,ironing ,3770,
null,751,ironing ,3774,
null,752,ironing ,3775,
null,753,ironing ,3776,
null,754,ironing ,3779,
null,755,ironing ,3780,
null,758,ironing ,3783,
null,760,ironing ,3788,
null,770,ironing ,3792,
null,778,ironing ,3793,
null,779,ironing ,3800,
null,784,ironing ,3804,
null,786,ironing ,3807,
null,797,ironing ,3808,
null,798,ironing ,3809,
null,800,ironing ,3814,
null,801,ironing ,3815,
null,802,ironing ,3816,
null,815,ironing ,3819,
null,816,ironing ,3822,
null,817,ironing ,3826,
null,820,ironing ,3827,
null,822,ironing ,3830,
null,823,ironing ,3835,
null,825,ironing ,3836,
null,826,ironing ,3837,
null,828,ironing ,3839,
null,829,ironing ,3843,
null,830,ironing ,3844,
null,839,ironing ,3845,
null,840,ironing ,3847,
null,842,ironing ,3850,
null,843,ironing ,3852,
null,847,ironing ,3857,
null,848,ironing ,3858,
null,851,ironing ,3860,
null,852,ironing ,3861,
null,862,ironing ,3863,
null,863,ironing ,3868,
null,864,ironing ,3871,
null,872,ironing ,3873,
null,876,ironing ,3874,
null,880,ironing ,3875,
null,881,ironing ,3878,
null,883,ironing ,3879,
null,884,ironing ,3882,
null,886,ironing ,3883,
null,887,ironing ,3884,
null,889,ironing ,3885,
null,890,ironing ,3887,
null,892,ironing ,3898,
null,894,ironing ,3899,
null,897,ironing ,3901,
null,898,ironing ,3906,
null,901,ironing ,3912,
null,902,ironing ,3914,
null,903,ironing ,3920,
null,909,ironing ,3921,
null,914,ironing ,3933,
null,919,ironing ,3937,
null,920,ironing ,3938,
null,922,ironing ,3942,
null,924,ironing ,3943,
null,931,ironing ,3944,
null,932,ironing ,3945,
null,933,ironing ,3946,
null,936,ironing ,3949,
null,937,ironing ,3951,
null,941,ironing ,3955,
null,944,ironing ,3957,
null,947,ironing ,3959,
null,948,ironing ,3964,
null,950,ironing ,3975,
null,952,ironing ,3976,
null,953,ironing ,3980,
null,954,ironing ,3986,
null,958,ironing ,3987,
null,959,ironing ,3988,
null,962,ironing ,3989,
null,963,ironing ,3990,
null,964,ironing ,3991,
null,965,ironing ,3995,
null,967,ironing ,4000,
null,972,ironing ,4001,
null,973,ironing ,4003,
null,976,ironing ,4005,
null,978,ironing ,4009,
null,979,ironing ,4021,
null,980,ironing ,4096,
null,982,ironing ,4174,
null,983,ironing ,4279,
null,984,ironing cook ,3703,
null,985,ironing one cooking,3034,
null,989,ironing regularly ,3569,
null,992,irregular ,931,
null,994,janitor ,347,
null,996,keeps assignation house ,3020,
null,999,keeps bake shop ,3115,
null,1001,keeps big house ,2806,
null,1005,keeps big house ,4249,
null,1012,keeps cake shop ,3496,
null,1019,keeps cake shop ,4173,
null,1028,keeps house ,2527,
null,1031,keeps house ,4033,
null,1042,keeps house ,4046,
null,1043,keeps house ,4076,
null,1044,keeps house ,4095,
null,1048,keeps shop ,2503,
null,1056,keeps shop ,3323,
null,1057,keeps shop ,4014,
null,1060,keeps small shop ,2745,
null,1061,keeps the house ,2642,
null,1063,keeps the house ,2643,
null,1065,keeps the house ,2730,
null,1085,keeps the house ,2825,
null,1089,keeps the house ,2827,
null,1091,keeps the house ,4022,
null,1092,keeps the house ,4064,
null,1095,keeps the house ,4106,
null,1096,keeps the house ,4108,
null,1100,keeps the house ,4110,
null,1101,keeps the house ,4113,
null,1102,keeps the house ,4122,
null,1111,keeps the house ,4144,
null,1113,keeps the house ,4182,
null,1116,keeps the house ,4191,
null,1121,keeps the house ,4192,
null,1122,keeps the house ,4200,
null,1125,keeps the house ,4204,
null,1127,keeps the house ,4206,
null,1132,keeps the house ,4207,
null,1133,keeps the house ,4221,
null,1136,keeps the house ,4226,
null,1138,keeps the house ,4236,
null,1139,keeps victualing cellar ,3508,
null,1145,knitter ,2208,
null,1146,laborer,1307,
null,1147,ladies apparel ,2872,
null,1148,lame ,4102,
null,1149,layer out of dead ,1143,
null,1150,layer out of dead ,2133,
null,1153,lives in oyster cellar ,3159,
null,1154,lives out ,3599,
null,1161,lives out when well home all winter ill ,3893,
null,1162,make mats ,650,
null,1163,makes carpet rag balls ,2796,
null,1167,makes carpet rags ,3003,
null,1169,makes cocoanut candy ,473,
null,1170,makes door mats ,3582,
null,1172,makes door mats ,3651,
null,1173,makes door mats ,3714,
null,1175,makes door mats ,3750,
null,1177,makes mats ,3242,
null,1190,makes mats ,3433,
null,1191,makes mats ,3971,
null,1192,mantua maker ,2535,
null,1193,mantua maker ,2618,
null,1195,mantua maker ,2639,
null,1196,mantua maker ,2640,
null,1200,mantua maker ,2675,
null,1201,mantua maker ,2691,
null,1202,mantua maker ,3000,
null,1203,mantua maker ,3164,
null,1204,mantua maker ,3241,
null,1206,mantua maker ,3404,
null,1207,mantua maker ,3443,
null,1208,mantua maker ,3448,
null,1209,mantua maker ,3586,
null,1210,mantua maker ,3720,
null,1211,mantua maker ,3760,
null,1212,mantua maker ,4045,
null,1218,mantua maker ,4094,
null,1223,mat maker ,1331,
null,1226,matron moral refm retreat ,1241,
null,1230,midwife cant tell gets so little of what she earns ,632,
null,1233,midwife sewing ,3070,
null,1234,milliner ,166,
null,1235,milliner ,332,
null,1237,milliner ,841,
null,1238,milliner ,954,
null,1239,milliner ,998,
null,1241,milliner ,1025,
null,1243,milliner ,1372,
null,1247,milliner ,1602,
null,1254,milliner ,3760,
null,1260,milliner ,4197,
null,1261,millinery store ,2999,
null,1267,muffin baker ,310,
null,1269,nominal sempstresses ,1272,
null,1272,not able ,550,
null,1279,not able ,701,
null,1281,not able ,735,
null,1283,not able ,745,
null,1284,not able ,785,
null,1294,not able ,793,
null,1297,not able ,799,
null,1307,not able ,831,
null,1308,not able ,843,
null,1313,not able ,865,
null,1330,not able ,876,
null,1334,not able ,880,
null,1344,not able ,881,
null,1345,not able ,896,
null,1346,not able ,902,
null,1350,not able ,952,
null,1353,not able ,961,
null,1358,not able ,1013,
null,1359,not able ,1051,
null,1364,not able ,1083,
null,1369,not able ,1131,
null,1370,not able ,1173,
null,1371,not able ,1181,
null,1377,not able ,1216,
null,1384,not able ,1224,
null,1386,not able ,1234,
null,1387,not able ,1250,
null,1397,not able ,1260,
null,1398,not able ,1289,
null,1399,not able ,1413,
null,1404,not able ,1418,
null,1406,not able ,1434,
null,1408,not able ,1438,
null,1412,not able ,1440,
null,1419,not able ,1454,
null,1423,not able ,1462,
null,1425,not able ,1524,
null,1432,not able ,1529,
null,1433,not able ,1534,
null,1435,not able ,1550,
null,1437,not able ,1586,
null,1438,not able ,1647,
null,1444,not able ,1649,
null,1445,not able ,1690,
null,1447,not able ,1725,
null,1448,not able ,1773,
null,1449,not able ,1793,
null,1456,not able ,1794,
null,1463,not able ,1823,
null,1469,not able ,1829,
null,1476,not able ,1860,
null,1477,not able ,1880,
null,1480,not able ,1907,
null,1484,not able ,1926,
null,1489,not able ,1965,
null,1491,not able ,1991,
null,1492,not able ,1999,
null,1496,not able ,2017,
null,1497,not able ,2077,
null,1499,not able ,2106,
null,1504,not able ,2116,
null,1506,not able ,2144,
null,1509,not able ,2157,
null,1510,not able ,2172,
null,1516,not able ,2175,
null,1520,not able ,2245,
null,1524,not able ,2266,
null,1529,not able ,2288,
null,1531,not able ,2301,
null,1536,not able ,2305,
null,1537,not able ,2319,
null,1544,not able ,2324,
null,1545,not able ,2454,
null,1552,not able ,2499,
null,1559,not able to work ,118,
null,1563,not able to work ,367,
null,1564,not able to work ,429,
null,1565,not able to work ,434,
null,1570,not able to work ,454,
null,1575,not able to work ,490,
null,1576,not able to work ,513,
null,1584,not able to work ,547,
null,1585,not able to work ,554,
null,1586,not able to work ,596,
null,1590,not well ,1401,
null,1603,nothing to do ,651,
null,1604,null,5,
null,1609,null,7,
null,1612,null,9,
null,1613,null,24,
null,1620,null,38,
null,1643,null,47,
null,1648,null,49,
null,1649,null,51,
null,1651,null,52,
null,1653,null,56,
null,1655,null,57,
null,1658,null,58,
null,1659,null,66,
null,1667,null,70,
null,1668,null,73,
null,1669,null,99,
null,1671,null,109,
null,1673,null,111,
null,1674,null,121,
null,1679,null,153,
null,1680,null,154,
null,1682,null,164,
null,1686,null,176,
null,1687,null,184,
null,1698,null,218,
null,1713,null,233,
null,1716,null,263,
null,1720,null,277,
null,1722,null,286,
null,1724,null,294,
null,1727,null,297,
null,1728,null,299,
null,1730,null,306,
null,1733,null,337,
null,1739,null,338,
null,1740,null,352,
null,1742,null,421,
null,1748,null,422,
null,1749,null,423,
null,1752,null,431,
null,1766,null,472,
null,1768,null,480,
null,1773,null,488,
null,1783,null,492,
null,1786,null,497,
null,1788,null,500,
null,1792,null,501,
null,1799,null,533,
null,1800,null,541,
null,1801,null,553,
null,1802,null,556,
null,1805,null,577,
null,1810,null,605,
null,1811,null,608,
null,1812,null,617,
null,1814,null,624,
null,1819,null,636,
null,1821,null,670,
null,1822,null,677,
null,1824,null,690,
null,1825,null,716,
null,1826,null,744,
null,1829,null,763,
null,1830,null,774,
null,1831,null,776,
null,1833,null,790,
null,1835,null,820,
null,1837,null,822,
null,1838,null,835,
null,1841,null,840,
null,1843,null,849,
null,1844,null,866,
null,1848,null,873,
null,1851,null,874,
null,1853,null,875,
null,1854,null,893,
null,1857,null,904,
null,1864,null,935,
null,1867,null,940,
null,1869,null,943,
null,1872,null,969,
null,1876,null,983,
null,1882,null,1000,
null,1886,null,1006,
null,1899,null,1022,
null,1900,null,1030,
null,1902,null,1098,
null,1903,null,1105,
null,1906,null,1109,
null,1907,null,1166,
null,1908,null,1177,
null,1911,null,1185,
null,1916,null,1188,
null,1918,null,1189,
null,1921,null,1191,
null,1923,null,1192,
null,1924,null,1198,
null,1928,null,1203,
null,1933,null,1205,
null,1935,null,1208,
null,1937,null,1215,
null,1938,null,1232,
null,1939,null,1251,
null,1941,null,1252,
null,1945,null,1266,
null,1947,null,1273,
null,1948,null,1276,
null,1949,null,1291,
null,1950,null,1293,
null,1951,null,1300,
null,1954,null,1318,
null,1955,null,1319,
null,1959,null,1329,
null,1961,null,1333,
null,1963,null,1349,
null,1964,null,1362,
null,1971,null,1400,
null,1985,null,1409,
null,1987,null,1450,
null,1993,null,1492,
null,2003,null,1494,
null,2006,null,1536,
null,2012,null,1555,
null,2016,null,1569,
null,2018,null,1576,
null,2026,null,1584,
null,2028,null,1589,
null,2031,null,1598,
null,2035,null,1613,
null,2038,null,1615,
null,2040,null,1617,
null,2041,null,1618,
null,2044,null,1622,
null,2045,null,1623,
null,2047,null,1638,
null,2052,null,1648,
null,2055,null,1668,
null,2056,null,1669,
null,2066,null,1671,
null,2067,null,1686,
null,2068,null,1694,
null,2069,null,1722,
null,2071,null,1733,
null,2072,null,1740,
null,2082,null,1747,
null,2084,null,1748,
null,2085,null,1749,
null,2086,null,1752,
null,2087,null,1769,
null,2089,null,1770,
null,2090,null,1775,
null,2094,null,1785,
null,2098,null,1786,
null,2099,null,1795,
null,2103,null,1811,
null,2110,null,1815,
null,2111,null,1818,
null,2112,null,1824,
null,2113,null,1825,
null,2114,null,1838,
null,2115,null,1840,
null,2121,null,1850,
null,2124,null,1854,
null,2127,null,1861,
null,2130,null,1862,
null,2131,null,1864,
null,2133,null,1874,
null,2134,null,1876,
null,2135,null,1881,
null,2142,null,1886,
null,2143,null,1887,
null,2147,null,1890,
null,2148,null,1896,
null,2159,null,1898,
null,2160,null,1908,
null,2161,null,1911,
null,2163,null,1913,
null,2164,null,1914,
null,2167,null,1930,
null,2175,null,1938,
null,2177,null,1939,
null,2178,null,1945,
null,2181,null,1947,
null,2184,null,1963,
null,2186,null,1964,
null,2187,null,1968,
null,2188,null,1974,
null,2189,null,1977,
null,2191,null,1980,
null,2194,null,1982,
null,2197,null,1987,
null,2200,null,2001,
null,2207,null,2003,
null,2208,null,2005,
null,2214,null,2009,
null,2219,null,2016,
null,2224,null,2026,
null,2225,null,2028,
null,2229,null,2044,
null,2231,null,2047,
null,2234,null,2052,
null,2243,null,2061,
null,2244,null,2068,
null,2247,null,2071,
null,2248,null,2076,
null,2249,null,2095,
null,2258,null,2098,
null,2260,null,2099,
null,2263,null,2103,
null,2264,null,2107,
null,2265,null,2110,
null,2271,null,2123,
null,2273,null,2130,
null,2284,null,2140,
null,2285,null,2142,
null,2286,null,2143,
null,2288,null,2148,
null,2289,null,2152,
null,2291,null,2154,
null,2297,null,2158,
null,2305,null,2159,
null,2306,null,2161,
null,2309,null,2164,
null,2310,null,2166,
null,2311,null,2173,
null,2312,null,2183,
null,2315,null,2184,
null,2319,null,2202,
null,2323,null,2210,
null,2329,null,2211,
null,2338,null,2214,
null,2340,null,2216,
null,2344,null,2225,
null,2351,null,2229,
null,2362,null,2237,
null,2363,null,2253,
null,2364,null,2258,
null,2367,null,2263,
null,2370,null,2264,
null,2372,null,2279,
null,2375,null,2290,
null,2376,null,2291,
null,2380,null,2292,
null,2389,null,2296,
null,2391,null,2306,
null,2410,null,2310,
null,2417,null,2311,
null,2436,null,2312,
null,2437,null,2313,
null,2447,null,2315,
null,2451,null,2328,
null,2453,null,2356,
null,2462,null,2363,
null,2466,null,2370,
null,2472,null,2371,
null,2476,null,2375,
null,2478,null,2380,
null,2487,null,2383,
null,2495,null,2390,
null,2500,null,2409,
null,2502,null,2410,
null,2505,null,2418,
null,2506,null,2453,
null,2522,null,2479,
null,2530,null,2481,
null,2532,null,2490,
null,2538,null,2493,
null,2544,null,2500,
null,2552,null,2506,
null,2553,null,2512,
null,2559,null,2516,
null,2564,null,2519,
null,2566,null,2520,
null,2574,null,2523,
null,2576,null,2524,
null,2582,null,2525,
null,2583,null,2528,
null,2595,null,2533,
null,2601,null,2534,
null,2603,null,2555,
null,2607,null,2558,
null,2628,null,2566,
null,2629,null,2567,
null,2632,null,2568,
null,2634,null,2570,
null,2635,null,2573,
null,2636,null,2577,
null,2640,null,2582,
null,2645,null,2589,
null,2646,null,2596,
null,2649,null,2599,
null,2660,null,2606,
null,2671,null,2609,
null,2681,null,2611,
null,2689,null,2615,
null,2690,null,2634,
null,2698,null,2637,
null,2699,null,2638,
null,2702,null,2646,
null,2708,null,2648,
null,2711,null,2652,
null,2724,null,2653,
null,2725,null,2654,
null,2735,null,2655,
null,2751,null,2658,
null,2770,null,2659,
null,2771,null,2663,
null,2772,null,2670,
null,2780,null,2671,
null,2784,null,2676,
null,2785,null,2677,
null,2794,null,2683,
null,2795,null,2687,
null,2796,null,2693,
null,2803,null,2694,
null,2804,null,2695,
null,2809,null,2703,
null,2821,null,2704,
null,2822,null,2705,
null,2828,null,2712,
null,2829,null,2718,
null,2832,null,2719,
null,2836,null,2725,
null,2847,null,2731,
null,2850,null,2738,
null,2856,null,2742,
null,2862,null,2744,
null,2864,null,2746,
null,2874,null,2750,
null,2888,null,2752,
null,2893,null,2756,
null,2894,null,2764,
null,2903,null,2766,
null,2909,null,2779,
null,2911,null,2790,
null,2916,null,2792,
null,2918,null,2797,
null,2919,null,2808,
null,2926,null,2812,
null,2928,null,2813,
null,2932,null,2816,
null,2934,null,2818,
null,2963,null,2822,
null,2967,null,2830,
null,2973,null,2835,
null,2985,null,2837,
null,2989,null,2841,
null,2997,null,2848,
null,3004,null,2856,
null,3011,null,2859,
null,3014,null,2863,
null,3019,null,2867,
null,3020,null,2878,
null,3022,null,2881,
null,3024,null,2884,
null,3027,null,2885,
null,3029,null,2895,
null,3037,null,2900,
null,3048,null,2920,
null,3052,null,2937,
null,3054,null,2941,
null,3056,null,2949,
null,3063,null,2976,
null,3064,null,2980,
null,3066,null,2982,
null,3069,null,2997,
null,3073,null,3013,
null,3091,null,3021,
null,3092,null,3030,
null,3100,null,3038,
null,3103,null,3047,
null,3108,null,3051,
null,3122,null,3061,
null,3124,null,3065,
null,3127,null,3119,
null,3137,null,3146,
null,3138,null,3150,
null,3140,null,3152,
null,3142,null,3153,
null,3159,null,3158,
null,3160,null,3181,
null,3166,null,3238,
null,3169,null,3251,
null,3187,null,3254,
null,3192,null,3269,
null,3210,null,3276,
null,3218,null,3307,
null,3219,null,3322,
null,3220,null,3329,
null,3227,null,3339,
null,3231,null,3354,
null,3235,null,3359,
null,3244,null,3366,
null,3247,null,3381,
null,3249,null,3418,
null,3250,null,3426,
null,3264,null,3464,
null,3265,null,3466,
null,3276,null,3476,
null,3282,null,3491,
null,3284,null,3497,
null,3293,null,3518,
null,3296,null,3521,
null,3306,null,3563,
null,3308,null,3571,
null,3309,null,3594,
null,3310,null,3595,
null,3314,null,3596,
null,3315,null,3619,
null,3330,null,3622,
null,3334,null,3649,
null,3337,null,3664,
null,3338,null,3689,
null,3340,null,3694,
null,3355,null,3702,
null,3371,null,3705,
null,3372,null,3717,
null,3376,null,3778,
null,3384,null,3796,
null,3386,null,3799,
null,3390,null,3803,
null,3392,null,3823,
null,3399,null,3864,
null,3402,null,3896,
null,3411,null,3915,
null,3417,null,3932,
null,3422,null,3956,
null,3427,null,4006,
null,3434,null,4020,
null,3445,null,4030,
null,3449,null,4032,
null,3450,null,4055,
null,3454,null,4056,
null,3461,null,4066,
null,3465,null,4075,
null,3468,null,4079,
null,3482,null,4086,
null,3484,null,4091,
null,3490,null,4104,
null,3495,null,4120,
null,3506,null,4123,
null,3507,null,4132,
null,3509,null,4133,
null,3512,null,4139,
null,3527,null,4147,
null,3529,null,4149,
null,3531,null,4151,
null,3535,null,4166,
null,3540,null,4168,
null,3544,null,4169,
null,3549,null,4171,
null,3552,null,4175,
null,3553,null,4177,
null,3554,null,4179,
null,3555,null,4187,
null,3561,null,4194,
null,3564,null,4196,
null,3565,null,4208,
null,3578,null,4225,
null,3582,null,4256,
null,3610,null,4260,
null,3611,null,4282,
null,3626,nurse ,304,
null,3630,nurse ,649,
null,3638,nurse ,755,
null,3643,nurse ,1207,
null,3646,nurse ,1585,
null,3648,nurse ,1674,
null,3653,nurse ,1679,
null,3669,nurse ,1739,
null,3670,nurse ,1844,
null,3676,nurse ,2036,
null,3678,nurse ,2340,
null,3686,nurse ,2382,
null,3687,nurse children ,2772,
null,3692,nurse children ,3676,
null,3693,nurse children ,3678,
null,3698,nurse cook ,2918,
null,3703,old female ,4146,
null,3709,old woman house work ,3905,
