ID,Males intemperate,Females intemperate,Can read,Can write,Born slaves,Bought freedom,Attend religious meetings,Not attend religious meetings,Belong to temperance societies,Source
2614,1,,1,3,,,1,,1,Northern Liberties
2615,,,1,1,,,2,,1,Northern Liberties
2616,,,,2,,,,,,Northern Liberties
2617,,,,6,,,4,,3,Northern Liberties
2618,,,1,,,,2,,1,Northern Liberties
2619,,,,,,,,,,Northern Liberties
2620,,,,4,,,3,,,Northern Liberties
2621,,,,2,,,,,1,Northern Liberties
2622,,,2,,,,2,,2,Northern Liberties
2623,,,,2,,,,,,Northern Liberties
2624,1,,1,,,,,,,Northern Liberties
2625,,,,,1,,2,,,Northern Liberties
2626,,,,,,,4,,,Northern Liberties
2627,,,1,,,,2,,1,Northern Liberties
2628,,,,,2,,2,,,Northern Liberties
2629,,,,,1,,1,,,Northern Liberties
2630,,,1,,1,,2,,1,Northern Liberties
2631,,,1,,,,,,,Northern Liberties
2632,,,3,,,,6,,,Northern Liberties
2633,,,2,,,,2,,,Northern Liberties
2634,,,,2,1,,2,,,Northern Liberties
2635,,,,3,,,4,,,Northern Liberties
2636,,,,2,,,1,,,Northern Liberties
2637,,,2,,1,,,,,Northern Liberties
2638,1,1,,1,,,2,,,Northern Liberties
2639,,,,2,,,2,,,Northern Liberties
2640,,,,1,,,1,,,Northern Liberties
2641,,,2,,,,,,,Northern Liberties
2642,,,,,,,,,,Northern Liberties
2643,,,,,1,1,2,,,Northern Liberties
2644,,,,2,,,2,,,Northern Liberties
2645,,,,,1,,1,,,Northern Liberties
2646,,,,1,,1,1,,,Northern Liberties
2647,,,5,3,,,2,,,Northern Liberties
2648,,,1,,2,,,,1,Northern Liberties
2649,,,,,,,,,,Northern Liberties
2650,,,4,2,1,1,4,,,Northern Liberties
2651,,,1,1,,,2,,2,Northern Liberties
2652,,,,,,,4,,,Northern Liberties
2653,,,,1,,,1,,,Northern Liberties
2654,,,,,,,1,,,Northern Liberties
2655,,,,4,,,,,,Northern Liberties
2656,,,1,3,,,2,,,Northern Liberties
2657,,,2,1,1,1,2,,,Northern Liberties
2658,,,,1,,,,,,Northern Liberties
2659,,,,1,,,,,,Northern Liberties
2660,,,,,,,,,,Northern Liberties
2661,,,,,1,,,,,Northern Liberties
2662,,,1,,,,2,,,Northern Liberties
2663,,,,2,,,,,,Northern Liberties
2664,,,,6,,,,,,Northern Liberties
2665,,,,1,,,,,1,Northern Liberties
2666,,,,2,,,,,1,Northern Liberties
2667,,,4,,1,,6,,,Northern Liberties
2668,,,,5,2,,2,,,Northern Liberties
2669,,,,1,,,2,,1,Northern Liberties
2670,,,16,15,,,,,,Northern Liberties
2671,,,1,,,,1,,,Northern Liberties
2672,,,1,,,,,,1,Northern Liberties
2673,,,,2,,,2,,,Northern Liberties
2674,,,,,,,2,,2,Northern Liberties
2675,,,,3,,,,3,1,Northern Liberties
2676,,,1,1,,,1,1,,Northern Liberties
2677,,,,2,,,2,,,Northern Liberties
2678,,,1,3,,,2,,,Northern Liberties
2679,,,1,1,,,,,,Northern Liberties
2680,,,1,1,,,2,,1,Northern Liberties
2681,,,1,,,,2,,,Northern Liberties
2682,,,1,,,,2,,,Northern Liberties
2683,,,1,1,,,2,,,Northern Liberties
2684,,,,3,1,,6,,,Northern Liberties
2685,,,,1,2,,2,,,Northern Liberties
2686,,,1,3,,,2,,1,Northern Liberties
2687,2,2,2,4,,,,,,Northern Liberties
2688,,,4,2,1,,5,,,Northern Liberties
2689,,,,,,,1,,,Northern Liberties
2690,,,,2,,,,,1,Northern Liberties
2691,,,,4,,,3,,,Northern Liberties
2692,,,1,,,,1,,,Northern Liberties
2693,1,,,,,,,,,Northern Liberties
2694,,,,,,,,,,Northern Liberties
2695,,,1,,,,2,,,Northern Liberties
2696,,,1,2,,,3,,,Northern Liberties
2697,,,1,3,,,2,,,Northern Liberties
2698,,,1,,,,2,,,Northern Liberties
2699,,,1,3,,1,4,,,Northern Liberties
2700,,,,,,,,,,Northern Liberties
2701,,,1,,,,2,,,Northern Liberties
2702,,,2,1,,,,,,Northern Liberties
2703,1,,,,,,,,,Northern Liberties
2704,,,1,,,,2,,,Northern Liberties
2705,,1,1,,1,1,,,,Northern Liberties
2706,,,1,,,,2,,,Northern Liberties
2707,,,5,3,,,3,,,Northern Liberties
2708,,,,,,,1,,,Northern Liberties
2709,,,2,,,,1,,,Northern Liberties
2710,,,2,,,,1,,,Northern Liberties
2711,,,,1,,,,,,Northern Liberties
2712,,,2,1,,,2,,,Northern Liberties
2713,,,,,,,3,,,Northern Liberties
2714,,,1,,,,2,,,Northern Liberties
2715,,,2,1,1,,,2,,Northern Liberties
2716,,,,,,,2,,,Northern Liberties
2717,,,,,,,2,,,Northern Liberties
2718,,,,1,,,1,,,Northern Liberties
2719,,,,,,,2,,,Northern Liberties
2720,,,,,,,1,,,Northern Liberties
2721,,,,1,,,2,,,Northern Liberties
2722,,,2,1,,,4,,,Northern Liberties
2723,,,,1,1,,2,,1,Northern Liberties
2724,,,7,4,,,2,0,,Northern Liberties
2725,,,1,,1,,,,,Northern Liberties
2726,,,2,4,,,2,,1,Northern Liberties
2727,,,1,,,,2,,,Northern Liberties
2728,,,1,,,,,,,Northern Liberties
2729,,,,,,,,,,Northern Liberties
2730,,,1,,,,2,,,Northern Liberties
2731,,,1,1,1,,,,,Northern Liberties
2732,,,1,,,,,,,Northern Liberties
2733,,,1,,,,1,,,Northern Liberties
2734,,,1,,,,2,,,Northern Liberties
2735,,,,,,,1,,,Northern Liberties
2736,,,,2,,,2,,,Northern Liberties
2737,,,3,,,,,,1,Northern Liberties
2738,,,1,1,1,1,2,,,Northern Liberties
2739,,,3,1,1,1,4,,,Northern Liberties
2740,,,,2,,,,2,2,Northern Liberties
2741,,,1,,1,,2,,,Northern Liberties
2742,,,,,1,,3,,,Northern Liberties
2743,,,1,,,,1,1,,Northern Liberties
2744,,,,,1,,2,,,Northern Liberties
2745,,,,3,,,1,,1,Northern Liberties
2746,,,1,,,,1,,,Northern Liberties
2747,,,3,1,,,4,,,Northern Liberties
2748,,,3,1,2,1,4,,,Northern Liberties
2749,,,1,2,,,,,,Northern Liberties
2750,,,,2,,,,,,Northern Liberties
2751,,,1,,,,1,,,Northern Liberties
2752,,,,,1,1,,,,Northern Liberties
2753,,,,,,,4,,,Northern Liberties
2754,,,,1,1,,2,,,Northern Liberties
2755,,,,,,,1,,,Northern Liberties
2756,,,1,1,,,2,,,Northern Liberties
2757,,,1,1,,,,,,Northern Liberties
2758,,,1,1,,,2,,1,Northern Liberties
2759,,,,,,,2,,,Northern Liberties
2760,,,,,,,,,,Northern Liberties
2761,,,1,,,,2,,1,Northern Liberties
2762,,,1,2,,,2,,,Northern Liberties
2763,,,1,,1,1,1,,,Northern Liberties
2764,,,1,,,,1,,,Northern Liberties
2765,1,,1,5,,,1,,,Northern Liberties
2766,,,2,,,,2,,,Northern Liberties
2767,,,,1,,,2,,,Northern Liberties
2768,,,,2,1,,2,,,Northern Liberties
2769,,,,,,,2,,,Northern Liberties
2770,,,,,,,2,,,Northern Liberties
2771,,,1,,,,2,,,Northern Liberties
2772,,,,,,,1,,,Northern Liberties
2773,,,,,,,,2,,Northern Liberties
2774,,,,,,,2,,,Northern Liberties
2775,,,1,,,,,,,Northern Liberties
2776,,,3,2,,,8,,1,Northern Liberties
2777,,,1,,,,,,,Northern Liberties
2778,,,,2,,,,,1,Northern Liberties
2779,,,1,,,,1,,,Northern Liberties
2780,,,,,,1,1,,,Northern Liberties
2781,,,7,2,1,1,4,,,Northern Liberties
2782,,,,1,,,2,,,Northern Liberties
2783,,,,,,,,,,Northern Liberties
2784,,2,1,,,,,,,Northern Liberties
2785,,,,,,,1,,,Northern Liberties
2786,,,1,1,,,2,,,Northern Liberties
2787,,,,,,,3,,,Northern Liberties
2788,,,1,1,,,2,,2,Northern Liberties
2789,,,,,,,1,,,Northern Liberties
2790,,,2,,,,1,,,Northern Liberties
2791,,,1,,,,2,,,Northern Liberties
2792,,,2,4,,,2,,1,Northern Liberties
2793,,,,3,,,,,2,Northern Liberties
2794,,,,4,,,2,,,Northern Liberties
2795,,,,,,,,,,Northern Liberties
2796,,,,,1,,,,,Northern Liberties
2797,,,,1,,,1,,,Northern Liberties
2798,,,,,,,4,,,Northern Liberties
2799,,,2,1,,,4,,,Northern Liberties
2800,,,,,,,2,,1,Northern Liberties
2801,,,1,,,,1,,,Northern Liberties
2802,,,,1,,,2,,,Northern Liberties
2803,,,,,,,1,,,Northern Liberties
2804,,,2,,,,4,,,Northern Liberties
2805,,,2,,,,2,,,Northern Liberties
2806,,,1,1,,,5,,,Northern Liberties
2807,,,1,1,,,2,,,Northern Liberties
2808,,,3,,,,2,,,Northern Liberties
2809,,,,,,,1,,,Northern Liberties
2810,,,,2,,,2,,,Northern Liberties
2811,,,,1,1,,2,,,Northern Liberties
2812,,,1,,,,1,,,Northern Liberties
2813,,,1,1,,,2,,,Northern Liberties
2814,,,1,3,,,6,,,Northern Liberties
2815,,,,2,,,,,,Northern Liberties
2816,1,1,1,,,,,,,Northern Liberties
2817,,,,,,,2,,,Northern Liberties
2818,,,,1,,,,,,Northern Liberties
2819,2,,1,,2,,2,,,Northern Liberties
2820,,,,1,3,,2,,,Northern Liberties
2821,,,,,,,1,,,Northern Liberties
2822,,,,1,,,1,,,Northern Liberties
2823,,,1,,,,,,1,Northern Liberties
2824,,,,1,,,,,,Northern Liberties
2825,,,1,1,,,2,,,Northern Liberties
2826,,,7,3,,,,,1,Northern Liberties
2827,,,3,2,,,6,,,Northern Liberties
2828,,,1,,,,1,,,Northern Liberties
2829,,,1,,,,,,,Northern Liberties
2830,,,,4,,,2,,2,Northern Liberties
2831,,,1,1,,,,,,Northern Liberties
2832,,,,,,,2,,,Northern Liberties
2833,,,,8,,,9,,1,Northern Liberties
2834,,1,1,1,,,,,,Northern Liberties
2835,,,1,1,,,2,,,Northern Liberties
2836,,,1,,,,1,,,Northern Liberties
2837,,,,1,,,2,,,Northern Liberties
2838,,,4,1,,,,,,Northern Liberties
2839,,,1,1,,,6,,1,Northern Liberties
2840,,,2,,,,,,,Northern Liberties
2841,,,,,,,2,,,Northern Liberties
2842,,,4,3,,,4,,2,Northern Liberties
2843,,,,5,,,2,,1,Northern Liberties
2844,,,2,,,,2,,,Northern Liberties
2845,,,4,,,,2,,,Northern Liberties
2846,,,,,1,1,4,,,Northern Liberties
2847,,,,4,1,1,4,,,Northern Liberties
2848,,,1,,1,,,,,Northern Liberties
2849,,,2,1,,,,3,,Northern Liberties
2850,,,,6,,,2,,,Northern Liberties
2851,,,1,,,,2,,,Northern Liberties
2852,,,,4,,,2,2,,Northern Liberties
2853,,,,3,,,4,,1,Northern Liberties
2854,,,,3,,,4,,1,Northern Liberties
2855,,,1,1,1,,2,,1,Northern Liberties
2856,,,,,,,,,,Northern Liberties
2857,,,,,2,,6,,,Northern Liberties
2858,,,,1,,,2,,,Southwark and Moyamensing
2859,,,,,,,3,,,Southwark and Moyamensing
2860,,,2,1,,,2,,,Southwark and Moyamensing
2861,,,,1,,,2,,,Southwark and Moyamensing
2862,,,,2,,,,,,Southwark and Moyamensing
2863,,,,1,,,2,,,Southwark and Moyamensing
2864,,,2,1,,,,2,,Southwark and Moyamensing
2865,,,2,,,,2,,1,Southwark and Moyamensing
2866,,,3,1,,,6,,,Southwark and Moyamensing
2867,,,,4,,,4,,,Southwark and Moyamensing
2868,,,,2,,,2,,,Southwark and Moyamensing
2869,,,,,1,1,2,,,Southwark and Moyamensing
2870,,,,6,,,2,,,Southwark and Moyamensing
2871,,,,,,,4,,,Southwark and Moyamensing
2872,,,,7,,,4,,,Southwark and Moyamensing
2873,,,,2,,,3,,,Southwark and Moyamensing
2874,,,2,1,,,2,,,Southwark and Moyamensing
2875,,,2,,,,,2,,Southwark and Moyamensing
2876,,,1,,,,3,,,Southwark and Moyamensing
2877,,,,4,,,2,,,Southwark and Moyamensing
2878,,,4,,,,2,,,Southwark and Moyamensing
2879,,,,4,,,2,,1,Southwark and Moyamensing
2880,1,1,2,,,,,3,,Southwark and Moyamensing
2881,,,,1,,,,1,,Southwark and Moyamensing
2882,6,,6,3,,,6,,,Southwark and Moyamensing
2883,,,3,2,,,3,,,Southwark and Moyamensing
2884,,,,,,,2,,,Southwark and Moyamensing
2885,,,1,,,,2,,,Southwark and Moyamensing
2886,,,,4,,,4,,4,Southwark and Moyamensing
2887,,,,3,,,2,,,Southwark and Moyamensing
2888,,,2,,,,3,,,Southwark and Moyamensing
2889,,,,3,,,3,,,Southwark and Moyamensing
2890,,,5,,,,2,,,Southwark and Moyamensing
2891,,,,,,,1,1,,Southwark and Moyamensing
2892,,,,2,,,1,1,,Southwark and Moyamensing
2893,,,1,,,,1,,,Southwark and Moyamensing
2894,,,,,,,1,,,Southwark and Moyamensing
2895,,,2,1,,,5,,,Southwark and Moyamensing
2896,,,,,,,2,,,Southwark and Moyamensing
2897,,,2,1,,,2,,,Southwark and Moyamensing
2898,,,1,,,,,2,,Southwark and Moyamensing
2899,,,1,,,,2,,,Southwark and Moyamensing
2900,,,,,,,,2,,Southwark and Moyamensing
2901,,,,6,,,3,,2,Southwark and Moyamensing
2902,,,,,,,,3,,Southwark and Moyamensing
2903,,,,1,,,1,,,Southwark and Moyamensing
2904,,,,1,,,1,,,Southwark and Moyamensing
2905,,,2,1,,,3,,,Southwark and Moyamensing
2906,,,,,,,,2,,Southwark and Moyamensing
2907,1,,,,1,,,2,,Southwark and Moyamensing
2908,,,3,2,,,2,,,Southwark and Moyamensing
2909,,,,,,,1,,,Southwark and Moyamensing
2910,,,,2,,,2,,,Southwark and Moyamensing
2911,,,,1,,,,1,,Southwark and Moyamensing
2912,,,1,1,,,1,,,Southwark and Moyamensing
2913,,,,,,,2,,2,Southwark and Moyamensing
2914,,,,,,,2,,,Southwark and Moyamensing
2915,,,,,,,2,,,Southwark and Moyamensing
2916,,,,,,,1,,,Southwark and Moyamensing
2917,,,1,,,,1,,,Southwark and Moyamensing
2918,3,,3,,,,2,1,,Southwark and Moyamensing
2919,,,,1,,,2,,1,Southwark and Moyamensing
2920,,,1,,,,2,,,Southwark and Moyamensing
2921,,,,1,1,,1,1,,Southwark and Moyamensing
2922,,,,,,,2,,,Southwark and Moyamensing
2923,,,,,,,2,,2,Southwark and Moyamensing
2924,,,3,,,,2,,,Southwark and Moyamensing
2925,,,2,,,,2,,,Southwark and Moyamensing
2926,,,1,1,,,,,,Southwark and Moyamensing
2927,,,5,3,,,2,,,Southwark and Moyamensing
2928,,,2,1,,,,2,,Southwark and Moyamensing
2929,,,,6,,,2,,,Southwark and Moyamensing
2930,,,2,1,,,2,,,Southwark and Moyamensing
2931,,,2,1,,,3,,,Southwark and Moyamensing
2932,,1,,,,,,1,,Southwark and Moyamensing
2933,,,,,,,,,,Southwark and Moyamensing
2934,,,2,1,1,,4,,,Southwark and Moyamensing
2935,,,,1,,,3,,,Southwark and Moyamensing
2936,,,1,,2,1,2,,,Southwark and Moyamensing
2937,,,1,,,,,,,Southwark and Moyamensing
2938,,,,1,,,,1,,Southwark and Moyamensing
2939,,,,,,,2,,,Southwark and Moyamensing
2940,,,4,1,,,2,,,Southwark and Moyamensing
2941,,,1,1,,,2,,,Southwark and Moyamensing
2942,,,,,,,2,,,Southwark and Moyamensing
2943,,,,2,,,1,1,,Southwark and Moyamensing
2944,,,,3,,,2,,,Southwark and Moyamensing
2945,,,,,,,1,1,,Southwark and Moyamensing
2946,,,,,,,2,,,Southwark and Moyamensing
2947,,,,,1,1,,,,Southwark and Moyamensing
2948,,,5,2,1,,6,,,Southwark and Moyamensing
2949,,,2,1,1,,,,,Southwark and Moyamensing
2950,,,2,1,,,,,,Southwark and Moyamensing
2951,,,4,3,,,3,,,Southwark and Moyamensing
2952,1,1,,,,,,3,,Southwark and Moyamensing
2953,,,,,1,,,4,,Southwark and Moyamensing
2954,,,1,,,,2,,,Southwark and Moyamensing
2955,,,,,,,2,,,Southwark and Moyamensing
2956,,,,1,,,2,,,Southwark and Moyamensing
2957,,,,,,,,4,,Southwark and Moyamensing
2958,2,,1,,,,2,,,Southwark and Moyamensing
2959,,,1,,,,2,,,Southwark and Moyamensing
2960,,,1,,,,,2,,Southwark and Moyamensing
2961,,,1,,,,,2,,Southwark and Moyamensing
2962,,,,,,,,2,,Southwark and Moyamensing
2963,,,,1,,,2,,,Southwark and Moyamensing
2964,,,,2,,,2,,,Southwark and Moyamensing
2965,,,3,2,,,,2,,Southwark and Moyamensing
2966,,,1,,,,3,,2,Southwark and Moyamensing
2967,,,,2,,,,2,,Southwark and Moyamensing
2968,,,2,,,,,2,,Southwark and Moyamensing
2969,,,2,1,,,2,,,Southwark and Moyamensing
2970,,,3,2,,,2,,,Southwark and Moyamensing
2971,,,2,,,,1,,,Southwark and Moyamensing
2972,,,,1,,,2,,,Southwark and Moyamensing
2973,,,3,2,,,1,,,Southwark and Moyamensing
2974,,,2,1,,,2,,1,Southwark and Moyamensing
2975,,,2,1,,,,2,,Southwark and Moyamensing
2976,,,,1,,,2,,,Southwark and Moyamensing
2977,,,,4,,,2,,,Southwark and Moyamensing
2978,,,,,,,2,,,Southwark and Moyamensing
2979,,,2,1,,,,2,,Southwark and Moyamensing
2980,,,,9,,,7,,1,Southwark and Moyamensing
2981,,,,3,,,2,,,Southwark and Moyamensing
2982,,,1,,,,1,,,Southwark and Moyamensing
2983,,,,2,,,2,,,Southwark and Moyamensing
2984,1,,2,1,,,1,1,,Southwark and Moyamensing
2985,,,1,,,,2,,,Southwark and Moyamensing
2986,,,,3,,,2,,,Southwark and Moyamensing
2987,,,,5,,,6,,2,Southwark and Moyamensing
2988,,,,,,,,4,,Southwark and Moyamensing
2989,,,,5,,,1,,,Southwark and Moyamensing
2990,,,,,,,2,,,Southwark and Moyamensing
2991,,,,2,,,1,1,,Southwark and Moyamensing
2992,,,4,1,,,2,,,Southwark and Moyamensing
2993,,,,,,,2,,,Southwark and Moyamensing
2994,,,2,1,,,2,,,Southwark and Moyamensing
2995,,,,1,,,2,,,Southwark and Moyamensing
2996,,,,,,,,2,,Southwark and Moyamensing
2997,,,,,,,,,,Southwark and Moyamensing
2998,,,,4,,,5,,,Southwark and Moyamensing
2999,,,,5,,,3,,,Southwark and Moyamensing
3000,,,,2,,,2,,,Southwark and Moyamensing
3001,,,,3,,,2,,,Southwark and Moyamensing
3002,,,2,1,,,,2,,Southwark and Moyamensing
3003,,,2,1,,,2,,,Southwark and Moyamensing
3004,,,,2,,,,2,,Southwark and Moyamensing
3005,,,1,1,,,2,,,Southwark and Moyamensing
3006,,,,2,,,,2,,Southwark and Moyamensing
3007,,,2,,,,3,,,Southwark and Moyamensing
3008,1,1,,,,,,,,Southwark and Moyamensing
3009,,,,2,,,2,,,Southwark and Moyamensing
3010,,,1,,,,2,,,Southwark and Moyamensing
3011,,,,,,,1,,,Southwark and Moyamensing
3012,,,1,,,,2,,,Southwark and Moyamensing
3013,,,,,,,,,1,Southwark and Moyamensing
3014,,,,,,,2,,,Southwark and Moyamensing
3015,,,1,,,,2,,,Southwark and Moyamensing
3016,,,,1,,,2,,,Southwark and Moyamensing
3017,,,2,,,,1,3,,Southwark and Moyamensing
3018,,,3,1,,,2,,,Southwark and Moyamensing
3019,,,1,,,,1,,,Southwark and Moyamensing
3020,,,,3,,,,8,,Southwark and Moyamensing
3021,,,,1,,,,,,Southwark and Moyamensing
3022,,,,2,,,2,,,Southwark and Moyamensing
3023,,,,3,,,2,,,Southwark and Moyamensing
3024,,,,,,,1,,,Southwark and Moyamensing
3025,,,1,,,,2,,,Southwark and Moyamensing
3026,,,,1,,,2,,,Southwark and Moyamensing
3027,,,,,,,2,,,Southwark and Moyamensing
3028,,,,,,,,2,,Southwark and Moyamensing
3029,,,,,,,1,,,Southwark and Moyamensing
3030,,,,,,,,,,Southwark and Moyamensing
3031,,,2,1,2,2,2,,,Southwark and Moyamensing
3032,,,,,,,2,,,Southwark and Moyamensing
3033,,,,1,,,2,,1,Southwark and Moyamensing
3034,,,1,,3,3,3,,,Southwark and Moyamensing
3035,,,,1,,,6,,,Southwark and Moyamensing
3036,,,2,1,,,,2,,Southwark and Moyamensing
3037,,,,1,,,1,1,,Southwark and Moyamensing
3038,,,5,3,,,7,,,Southwark and Moyamensing
3039,,,1,2,,,1,,,Southwark and Moyamensing
3040,,,,3,,,3,,,Southwark and Moyamensing
3041,,,,3,,,3,,,Southwark and Moyamensing
3042,,,4,2,,,2,,,Southwark and Moyamensing
3043,,,,3,,,3,,,Southwark and Moyamensing
3044,,,,2,,,3,,,Southwark and Moyamensing
3045,,,3,2,,,3,,1,Southwark and Moyamensing
3046,,,4,3,,,2,,1,Southwark and Moyamensing
3047,,,1,,,,,3,,Southwark and Moyamensing
3048,,,,,,,,,,Southwark and Moyamensing
3049,,,,1,,,,,,Southwark and Moyamensing
3050,,,,,,,2,,,Southwark and Moyamensing
3051,,,1,,,,2,,,Southwark and Moyamensing
3052,,,,2,,,3,2,,Southwark and Moyamensing
3053,,,2,,,,,2,,Southwark and Moyamensing
3054,,,,,1,,1,,,Southwark and Moyamensing
3055,,,,,,,,2,,Southwark and Moyamensing
3056,,,,2,,,2,,,Southwark and Moyamensing
3057,,,2,,,,2,,,Southwark and Moyamensing
3058,,,1,,,,2,,,Southwark and Moyamensing
3059,,,,,,,5,,,Southwark and Moyamensing
3060,1,,1,,,,,,,Southwark and Moyamensing
3061,,,,5,,,,,,Southwark and Moyamensing
3062,,,,1,,,,2,,Southwark and Moyamensing
3063,,,1,1,,,1,,,Southwark and Moyamensing
3064,,,,,,,,,,Southwark and Moyamensing
3065,1,,,1,,,1,,,Southwark and Moyamensing
3066,,,,,,,1,,,Southwark and Moyamensing
3067,,,,1,,,2,,,Southwark and Moyamensing
3068,,,2,,,,2,,,Southwark and Moyamensing
3069,,,4,2,,,1,,,Southwark and Moyamensing
3070,,,,3,,,2,,,Southwark and Moyamensing
3071,,,,2,,,2,,,Southwark and Moyamensing
3072,,,,,,,,2,,Southwark and Moyamensing
3073,,,,,,,2,,,Southwark and Moyamensing
3074,,,,1,,,2,,,Southwark and Moyamensing
3075,,,,2,,,2,,,Southwark and Moyamensing
3076,,,1,,,,,2,2,Southwark and Moyamensing
3077,,,,,,,2,,,Southwark and Moyamensing
3078,,,,4,,,2,,,Southwark and Moyamensing
3079,,,2,1,,,2,,,Southwark and Moyamensing
3080,,,3,1,,,3,,,Southwark and Moyamensing
3081,,,,1,,1,3,,,Southwark and Moyamensing
3082,,,1,1,,,2,,,Southwark and Moyamensing
3083,,,,,,,2,,,Southwark and Moyamensing
3084,,,,2,1,,,,,Southwark and Moyamensing
3085,,,,,,,3,,,Southwark and Moyamensing
3086,,,2,,,,1,,,Southwark and Moyamensing
3087,,,,2,,,2,,,Southwark and Moyamensing
3088,,,2,1,,,2,,,Southwark and Moyamensing
3089,,,2,1,,,2,,1,Southwark and Moyamensing
3090,,,,2,1,1,3,,,Southwark and Moyamensing
3091,,,3,1,,,2,,,Southwark and Moyamensing
3092,,,,,,,5,,,Southwark and Moyamensing
3093,1,1,1,,,,,2,,Southwark and Moyamensing
3094,,,,1,,,2,,,Southwark and Moyamensing
3095,,,,,1,1,2,,,Southwark and Moyamensing
3096,,,,,,,,2,,Southwark and Moyamensing
3097,,,1,,,,2,,,Southwark and Moyamensing
3098,,,,1,,,2,,,Southwark and Moyamensing
3099,,,,,,,2,,,Southwark and Moyamensing
3100,,,2,,,,2,,,Southwark and Moyamensing
3101,,,,2,,,3,,,Southwark and Moyamensing
3102,,,,4,,,2,,,Southwark and Moyamensing
3103,,,,1,,,1,,,Southwark and Moyamensing
3104,,,,5,1,,4,,,Southwark and Moyamensing
3105,,,,,,,2,,,Southwark and Moyamensing
3106,,,,1,,,2,,,Southwark and Moyamensing
3107,,,2,1,,,,3,,Southwark and Moyamensing
3108,,,1,,,,,,,Southwark and Moyamensing
3109,,,1,,,,,2,,Southwark and Moyamensing
3110,,,,5,,,2,,,Southwark and Moyamensing
3111,,,,2,,,,2,,Southwark and Moyamensing
3112,1,1,,,,,,2,,Southwark and Moyamensing
3113,,,,2,,,,,,Southwark and Moyamensing
3114,,,2,1,3,1,2,1,,Southwark and Moyamensing
3115,,,2,1,,,1,1,,Southwark and Moyamensing
3116,,,3,2,,,2,,,Southwark and Moyamensing
3117,,,,1,,,1,,,Southwark and Moyamensing
3118,,,,,,,,,,Southwark and Moyamensing
3119,,,2,1,,,1,1,,Southwark and Moyamensing
3120,,,,,,,,3,,Southwark and Moyamensing
3121,,,,1,,,2,,,Southwark and Moyamensing
3122,,,2,1,,,1,1,,Southwark and Moyamensing
3123,,,,1,,,,4,,Southwark and Moyamensing
3124,,,,2,,,1,,,Southwark and Moyamensing
3125,,,2,,,,2,,,Southwark and Moyamensing
3126,,,,2,,,,2,,Southwark and Moyamensing
3127,,,,1,,,,,,Southwark and Moyamensing
3128,,,,,,,2,,,Southwark and Moyamensing
3129,,,,3,,,2,,,Southwark and Moyamensing
3130,,,3,,,,,4,,Southwark and Moyamensing
3131,,,,1,,,3,,,Southwark and Moyamensing
3132,,,,1,,,,3,,Southwark and Moyamensing
3133,,,,,,,,2,,Southwark and Moyamensing
3134,,,,1,,,2,,,Southwark and Moyamensing
3135,,,,,,,1,2,,Southwark and Moyamensing
3136,,,,,,,2,,,Southwark and Moyamensing
3137,,,,,,,2,,,Southwark and Moyamensing
3138,,,,,,,2,,,Southwark and Moyamensing
3139,,,,,,,2,,,Southwark and Moyamensing
3140,,,,2,,,4,,,Southwark and Moyamensing
3141,,1,,,1,,,3,,Southwark and Moyamensing
3142,,,1,,,,2,,1,Southwark and Moyamensing
3143,,,,1,,,2,,,Southwark and Moyamensing
3144,,,,1,,,3,,,Southwark and Moyamensing
3145,,,,6,,,4,,,Southwark and Moyamensing
3146,,,3,,,,2,,,Southwark and Moyamensing
3147,2,,,1,,,,2,2,Southwark and Moyamensing
3148,,,,1,,,2,,,Southwark and Moyamensing
3149,,,,,2,,,,,Southwark and Moyamensing
3150,,,,2,,,2,,,Southwark and Moyamensing
3151,,,,1,,,2,,,Southwark and Moyamensing
3152,1,,,1,,,,1,,Southwark and Moyamensing
3153,,,,1,,,,3,,Southwark and Moyamensing
3154,,,2,1,,,2,,,Southwark and Moyamensing
3155,,,,2,,,2,,,Southwark and Moyamensing
3156,,,,,,,2,,,Southwark and Moyamensing
3157,,,8,,,,8,,,Southwark and Moyamensing
3158,,,,,,,1,1,,Southwark and Moyamensing
3159,,,,,,,,2,,Southwark and Moyamensing
3160,,,2,,,,1,,,Southwark and Moyamensing
3161,,,,2,,,2,,,Southwark and Moyamensing
3162,,,,2,,,2,,,Southwark and Moyamensing
3163,,,,1,,,2,,,Southwark and Moyamensing
3164,,,,4,,,4,,2,Southwark and Moyamensing
3165,,,,1,1,,3,,,Southwark and Moyamensing
3166,,,,1,,,1,,,Southwark and Moyamensing
3167,,,,,,,,2,,Southwark and Moyamensing
3168,,,1,,,,2,,,Southwark and Moyamensing
3169,,,,,,,1,,,Southwark and Moyamensing
3170,,,1,,,,,2,,Southwark and Moyamensing
3171,,,,6,,,2,,,Southwark and Moyamensing
3172,,,2,1,,,2,2,1,Southwark and Moyamensing
3173,,,,3,,,3,,,Southwark and Moyamensing
3174,,,,,,,2,,,Southwark and Moyamensing
3175,,,,1,,,2,,,Southwark and Moyamensing
3176,,,,3,,,3,,,Southwark and Moyamensing
3177,,,,3,,,2,,,Southwark and Moyamensing
3178,,,,5,,,2,,,Southwark and Moyamensing
3179,,,,3,,,2,,,Southwark and Moyamensing
3180,,,,1,,,1,,,Southwark and Moyamensing
3181,,,1,,,,,,,Southwark and Moyamensing
3182,,,,,,,2,,,Southwark and Moyamensing
