ID,OCCUPATION,COUNT
1302,stevedore ,1
1303,waiter ,1
1304,traveling preacher ,1
1305,seaman ,1
1306,laborer ,2
1307,null,null
1308,null,null
1309,laborer ,1
1310,drives cart ,1
1311,porter ,1
1311,oyster peddler ,1
1312,state servive ,1
1313,null,null
1314,shoemaker ,1
1315,laborer ,1
1316,eating house ,1
1317,lab ,1
1317,waiter ,1
1318,hod carrier ,1
1319,porter ,1
1320,laborer ,1
1321,laborer ,2
1322,waiter ,2
1322,rag dealer ,1
1323,laborer ,1
1324,seaman ,1
1325,lablorer ,1
1326,stevedore ,1
1327,salt ,1
1327,grain carrier ,1
1328,waiter ,1
1328,cab driver brickm ,1
1328,stevedore ,1
1329,various ,1
1330,null,null
1331,huxter ,1
1332,laborer ,1
1333,porter ,1
1334,null,null
1335,stevedore ,1
1336,grain carrier ,1
1337,stove ,1
1337,furniture dealer ,1
1338,stone dealer ,1
1339,seaman ,1
1340,laborer on farm ,1
1341,basket maker ,1
1342,waiter ,1
1343,laborer ,1
1344,null,null
1345,null,null
1346,null,null
1347,lablorer ,1
1348,laborer ,1
1349,shoemaker ,1
1350,null,null
1351,shoemaker ,1
1352,porter ,1
1352,barber ,1
1353,null,null
1354,barber ,1
1355,porter ,1
1355,musician ,2
1355,private teacher ,1
1356,oyster house ,2
1357,shoemaker ,1
1358,null,null
1359,null,null
1360,seaman ,1
1361,puts in coal ,1
1362,huxter ,1
1363,painter ,1
1363,glazier ,1
1364,null,null
1365,gentleman ,1
1365,wood sawyer ,1
1366,musician ,1
1367,coachman ,1
1368,musician ,1
1369,null,null
1370,null,null
1371,null,null
1372,hod carrier ,1
1373,porter ,1
1374,seaman ,1
1375,seaman ,1
1376,porter ,1
1377,null,null
1378,waiter ,1
1379,lab ,1
1379,engineer ,1
1380,porter ,1
1381,carpenter when able ,1
1382,laborer ,1
1383,dealer ,1
1384,null,null
1385,waiter ,1
1386,null,null
1387,null,null
1388,waiter when able ,1
1389,laborer ,1
1390,laborer ,1
1391,w washer ,1
1392,w washer ,1
1393,coachman ,1
1394,waiter ,1
1395,porter ,1
1395,waiter ,1
1396,porter ,1
1397,null,null
1398,null,null
1399,null,null
1400,shoemaker ,1
1401,waiter ,1
1401,seaman ,2
1402,drives cart ,1
1403,oyster house ,1
1404,null,null
1405,coachman ,1
1406,null,null
1407,coachman ,1
1408,null,null
1409,seaman ,1
1410,carpenter ,1
1411,traveling preacher ,1
1412,null,null
1413,laborer ,1
1414,porter ,1
1415,drives cart ,1
1416,porter ,1
1417,waiter ,1
1418,coachman ,1
1419,null,null
1420,seaman ,1
1421,waiter ,1
1422,waiter ,1
1423,null,null
1424,waiter ,1
1425,null,null
1426,waiter ,1
1427,porter ,1
1428,coachman ,1
