292,. . . . . . . . . . .,. . . . . . .,,,,,
293,. . . . . . . . . . .,. . . . . . .,,,,,
294,. . . . . . . . . . .,. . . . . . .,,,,,
295,. . . . . . . . . . .,. . . . . . .,,,,,
296,. . . . . . . . . . .,. . . . . . .,,,,,
297,service . . . . . . . . . .,. . . . . . .,,,,,
298,cook . steward . . . . . . . .,. . . . . . .,,,,,
299,seaman . . . . . . . . . .,. . . . . . .,,,,,
300,. . . . . . . . . . .,. . . . . . .,,,,,
301,waiter . . . . . . . . . .,. . . . . . .,,,,,
302,. . . . . . . . . . .,. . . . . . .,,,,,
303,eating house . . . . . . . . .,. . . . . . .,,,,,
304,shoemaker ab . . . . . . . . .,. . . . . . .,,,,,
305,porter . . . . . . . . . .,. . . . . . .,,,,,
306,porter . . . . . . . . . .,. . . . . . .,,,,,
307,stevedore . when canal is open . . . . .,. . . . . . .,,,,,
308,waiter . . . . . . . . . .,. . . . . . .,,,,,
309,. laborer . . . . . . . . .,1 . . . . . .,,,,,
310,attends at mens library . . . . . . .,. . . . . . .,,,,,
311,barber . . . . . . . . . .,. . . . . . .,,,,,
312,. . . . . . . . . . .,. . . . . . .,,,,,
313,waiter . . . . . . . . . .,. . . . . . .,,,,,
314,waiter . . . . . . . . . .,. . . . . . .,,,,,
315,laborer . . . . . . . . . .,. . . . . . .,,,,,
316,coachman . . . . . . . . . .,. . . . . . .,,,,,
317,porter . . . . . . . . . .,. . . . . . .,,,,,
318,. . . . . . . . . . .,. . . . . . .,,,,,
319,hod carrier wood sawyer . year round . . . .,. . . . . . .,,,,,
320,. shoemaker . . . . . . . . .,1 . . . . . .,,,,,
321,. . . . . . . . . . .,. . . . . . .,,,,,
322,. grain carrier ab . . . . . . .,1 . . . . . .,,,,,
323,. . . . . . . . . . .,. . . . . . .,,,,,
324,. service . . . . . . . . .,1 . . . . . .,,,,,
325,. hod carrier . . . . in summer . .,1 . . . . . .,,,,,
326,does nothing . . . . . . . . .,. . . . . . .,,,,,
327,. . . . . . . . . . .,. . . . . . .,,,,,
328,white washer . . . . . . . . .,. . . . . . .,,,,,
329,oyster house . barber . . . . . . .,. 1 . . . . .,,,,,
330,. . . . . . . . . . .,. . . . . . .,,,,,
331,barber . . . . . . . . . .,. . . . . . .,,,,,
