ID,JoinOcc,JoinCount
1001,washer . . . . . . . . . .,. . . . . . . .
1002,days work . . . . . . . . .,. . . . . . . .
1003,cook . . . . . . . . . .,. . . . . . . .
1004,washer . . . . . . . . . .,. . . . . . . .
1005,days work . . . . . . . . .,. . . . . . . .
1006,. . . . . . . . . . .,. . . . . . . .
1007,. dressmakers . . . . . . . . .,3 . . . . . . .
1008,washer . . . . . . . . . .,. . . . . . . .
1009,washer . . . . . . . . . .,. . . . . . . .
1010,washer . . . . . . . . . .,. . . . . . . .
1011,washer . . . . . . . . . .,. . . . . . . .
1012,. days work . . . . . . . .,2 . . . . . . .
1013,. days work . not able . . . . .,1 . . 1 . . . .
1014,. dressm . dom duties . . . . . .,1 . 1 . . . . .
1015,washer . . . . . . . . . .,. . . . . . . .
1016,dom duties . . . . . . . . .,. . . . . . . .
1017,. days work . washer . . . . . .,1 . . 1 . . . .
1018,washer . . . . . . . . . .,. . . . . . . .
1019,days work . . . . . . . . .,. . . . . . . .
1020,washer . . . . . . . . . .,. . . . . . . .
1021,washer . . . . . . . . . .,. . . . . . . .
1022,. . . . . . . . . . .,. . . . . . . .
1023,. washer . . . . . . . . .,2 . . . . . . .
1024,washer . . . . . . . . . .,. . . . . . . .
1025,milliner . . . . . . . . . .,. . . . . . . .
1026,. sempstree . dom duties . . . . . .,1 . 1 . . . . .
1027,days work . . . . . . . . .,. . . . . . . .
1028,service . . . . . . . . . .,. . . . . . . .
1029,days work . . . . . . . . .,. . . . . . . .
1030,. . . . . . . . . . .,. . . . . . . .
1031,service . . . . . . . . . .,. . . . . . . .
1032,washer when can get it . . . . . .,. . . . . . . .
1033,. sempstress . days work . . . . . .,1 . 1 . . . . .
1034,washer . . . . . . . . . .,. . . . . . . .
1035,washer . . . . . . . . . .,. . . . . . . .
1036,dom duties . . . . . . . . .,. . . . . . . .
1037,washer . . . . . . . . . .,. . . . . . . .
1038,dom duties . . . . . . . . .,. . . . . . . .
1039,dom duties . . . . . . . . .,. . . . . . . .
1040,washer . . . . . . . . . .,. . . . . . . .
1041,dom duties . . . . . . . . .,. . . . . . . .
1042,. washer . tailoress when able . . . . .,1 . 1 . . . . .
1043,service . . . . . . . . . .,. . . . . . . .
1044,service . . . . . . . . . .,. . . . . . . .
1045,washer . . . . . . . . . .,. . . . . . . .
1046,washer . . . . . . . . . .,. . . . . . . .
1047,cook . . . . . . . . . .,. . . . . . . .
1048,washer . . . . . . . . . .,. . . . . . . .
1049,washer . . . . . . . . . .,. . . . . . . .
1050,. washer . . . . . . . . .,2 . . . . . . .
1051,. washer . not able . . . . . .,2 . 1 . . . . .
1052,washer . . . . . . . . . .,. . . . . . . .
1053,. washer . . . . . . . . .,2 . . . . . . .
1054,washer . . . . . . . . . .,. . . . . . . .
1055,washer . . . . . . . . . .,. . . . . . . .
1056,washer . . . . . . . . . .,. . . . . . . .
1057,washer . . . . . . . . . .,. . . . . . . .
1058,. dom duties . . . . . . . .,2 . . . . . . .
1059,dom duties . . . . . . . . .,. . . . . . . .
1060,days work . . . . . . . . .,. . . . . . . .
1061,service . . . . . . . . . .,. . . . . . . .
1062,washer . . . . . . . . . .,. . . . . . . .
1063,. sempstresses . . . . . . . . .,2 . . . . . . .
1064,. washers . dressm . . . . . . .,2 . 1 . . . . .
1065,service . . . . . . . . . .,. . . . . . . .
1066,washer . . . . . . . . . .,. . . . . . . .
1067,white washer . . . . . . . . .,. . . . . . . .
1068,cook . . . . . . . . . .,. . . . . . . .
1069,days work . . . . . . . . .,. . . . . . . .
1070,cake seller . . . . . . . . .,. . . . . . . .
1071,washer . . . . . . . . . .,. . . . . . . .
1072,washer when can get it . . . . . .,. . . . . . . .
1073,washer . . . . . . . . . .,. . . . . . . .
1074,washer . . . . . . . . . .,. . . . . . . .
1075,. barber . . . . . . . . .,1 . . . . . . .
1076,days work . . . . . . . . .,. . . . . . . .
1077,. assists at home . . . . . . .,1 . . . . . . .
1078,washer . . . . . . . . . .,. . . . . . . .
1079,washer . . . . . . . . . .,. . . . . . . .
1080,washer . . . . . . . . . .,. . . . . . . .
1081,. cook . washer . . . . . . .,1 . 1 . . . . .
1082,days work . . . . . . . . .,. . . . . . . .
1083,not able . . . . . . . . .,. . . . . . . .
1084,. days work . . . . . . . .,2 . . . . . . .
1085,huxter . . . . . . . . . .,. . . . . . . .
1086,. washer . . . . . . . . .,2 . . . . . . .
1087,washer . . . . . . . . . .,. . . . . . . .
1088,dress maker . . . . . . . . .,. . . . . . . .
1089,washer . . . . . . . . . .,. . . . . . . .
1090,washer . . . . . . . . . .,. . . . . . . .
1091,washer . . . . . . . . . .,. . . . . . . .
1092,washer . . . . . . . . . .,. . . . . . . .
1093,. washers . dressm . . . . . . .,2 . 1 . . . . .
1094,dom duties . . . . . . . . .,. . . . . . . .
1095,. shop keeper . . . . . . . .,1 . . . . . . .
1096,. washer . . . . . . . . .,2 . . . . . . .
1097,scourer . . . . . . . . . .,. . . . . . . .
1098,. . . . . . . . . . .,. . . . . . . .
1099,. dom duties . sempstress . washer . . . .,1 . . 1 . 1 . .
1100,rag sorter ab . . . . . . . .,. . . . . . . .
1101,service . . . . . . . . . .,. . . . . . . .
1102,washer . . . . . . . . . .,. . . . . . . .
1103,dom duties . . . . . . . . .,. . . . . . . .
1104,sempstress . . . . . . . . . .,. . . . . . . .
1105,. . . . . . . . . . .,. . . . . . . .
1106,shop keeper . . . . . . . . .,. . . . . . . .
1107,assists husband . . . . . . . . .,. . . . . . . .
1108,days work . . . . . . . . .,. . . . . . . .
1109,. . . . . . . . . . .,. . . . . . . .
1110,days work . . . . . . . . .,. . . . . . . .
1111,service . . . . . . . . . .,. . . . . . . .
1112,washer . . . . . . . . . .,. . . . . . . .
1113,days work . . . . . . . . .,. . . . . . . .
1114,sempstress . . . . . . . . . .,. . . . . . . .
1115,washer when able . . . . . . . .,. . . . . . . .
1116,days work when can get it . . . . .,. . . . . . . .
1117,. washer . . . . . . . . .,2 . . . . . . .
1118,washer when can get it . . . . . .,. . . . . . . .
1119,service . . . . . . . . . .,. . . . . . . .
1120,days work . . . . . . . . .,. . . . . . . .
1121,service . . . . . . . . . .,. . . . . . . .
1122,washer . . . . . . . . . .,. . . . . . . .
1123,washer when able . . . . . . . .,. . . . . . . .
1124,days work . . . . . . . . .,. . . . . . . .
1125,. washers when able . . . . . . .,2 . . . . . . .
1126,days work . . . . . . . . .,. . . . . . . .
1127,days work . . . . . . . . .,. . . . . . . .
1128,dom duties . . . . . . . . .,. . . . . . . .
1129,white washer . . . . . . . . .,. . . . . . . .
1130,days work . . . . . . . . .,. . . . . . . .
1131,. washer . not able . . . . . .,1 . 1 . . . . .
1132,cook when able . . . . . . . .,. . . . . . . .
1133,at service . . . . . . . . .,. . . . . . . .
1134,washer . . . . . . . . . .,. . . . . . . .
1135,washer . . . . . . . . . .,. . . . . . . .
1136,washer . . . . . . . . . .,. . . . . . . .
1137,dom duties . . . . . . . . .,. . . . . . . .
1138,. washer . . . . . . . . .,2 . . . . . . .
1139,washer . . . . . . . . . .,. . . . . . . .
1140,washer when able . . . . . . . .,. . . . . . . .
1141,. washer . . . . . . . . .,2 . . . . . . .
1142,washer . white washer . . . . . . .,. . . . . . . .
1143,. layer out of dead . sempstress . . . .,1 . . . . 1 . .
1144,washer . . . . . . . . . .,. . . . . . . .
1145,. days work . . . . . . . .,2 . . . . . . .
1146,washer . . . . . . . . . .,. . . . . . . .
1147,huster . . . . . . . . . .,. . . . . . . .
1148,washer . . . . . . . . . .,. . . . . . . .
1149,cook . . . . . . . . . .,. . . . . . . .
1150,. days work . . . . . . . .,2 . . . . . . .
1151,sempstress . . . . . . . . . .,. . . . . . . .
1152,service . . . . . . . . . .,. . . . . . . .
1153,service . . . . . . . . . .,. . . . . . . .
1154,washer when can get it . . . . . .,. . . . . . . .
1155,. washer . . . . . . . . .,2 . . . . . . .
1156,dom duties . . . . . . . . .,. . . . . . . .
1157,sempstress . . . . . . . . . .,. . . . . . . .
1158,days work when can get it . . . . .,. . . . . . . .
1159,sempstress . . . . . . . . . .,. . . . . . . .
1160,service . . . . . . . . . .,. . . . . . . .
1161,service . . . . . . . . . .,. . . . . . . .
1162,service . . . . . . . . . .,. . . . . . . .
1163,service . . . . . . . . . .,. . . . . . . .
1164,days work when able . . . . . . .,. . . . . . . .
1165,. dom duties . white washer . . . . .,1 . . 1 . . . .
1166,. . . . . . . . . . .,. . . . . . . .
1167,. sempstress . washer . . . . . . .,1 . 1 . . . . .
1168,. domestic duties . . . . . . . .,1 . . . . . . .
1169,service . at present . . . . . . .,. . . . . . . .
1170,days work . . . . . . . . .,. . . . . . . .
1171,service . . . . . . . . . .,. . . . . . . .
1172,oyster house moninally . . . . . . . .,. . . . . . . .
1173,. days work . washer . not able . . .,1 . . 1 . 1 . .
1174,domestic duties . . . . . . . . .,. . . . . . . .
1175,washer . . . . . . . . . .,. . . . . . . .
1176,washer when able . . . . . . . .,. . . . . . . .
1177,. . . . . . . . . . .,. . . . . . . .
1178,days work . . . . . . . . .,. . . . . . . .
1179,washer . . . . . . . . . .,. . . . . . . .
1180,washer . . . . . . . . . .,. . . . . . . .
1181,. washer . not able . . . . . .,2 . 1 . . . . .
1182,washer . . . . . . . . . .,. . . . . . . .
1183,washer . . . . . . . . . .,. . . . . . . .
1184,washer . . . . . . . . . .,. . . . . . . .
1185,. . . . . . . . . . .,. . . . . . . .
1186,washer . . . . . . . . . .,. . . . . . . .
1187,washer . . . . . . . . . .,. . . . . . . .
1188,. . . . . . . . . . .,. . . . . . . .
1189,. . . . . . . . . . .,. . . . . . . .
1190,domestic duties . . . . . . . . .,. . . . . . . .
1191,. . . . . . . . . . .,. . . . . . . .
1192,. . . . . . . . . . .,. . . . . . . .
1193,. days work when able . . . . . .,2 . . . . . . .
1194,washer . . . . . . . . . .,. . . . . . . .
1195,service when can get it . . . . . .,. . . . . . . .
1196,days work when able . . . . . . .,. . . . . . . .
1197,days work when able . . . . . . .,. . . . . . . .
1198,. . . . . . . . . . .,. . . . . . . .
1199,. white washer . sempstress . . . . . .,1 . . 1 . . . .
1200,. dressm . days work . . . . . .,1 . 1 . . . . .
1201,days work . . . . . . . . .,. . . . . . . .
1202,cuts carpet rags . . . . . . . .,. . . . . . . .
1203,. . . . . . . . . . .,. . . . . . . .
1204,days work . . . . . . . . .,. . . . . . . .
1205,. . . . . . . . . . .,. . . . . . . .
1206,days work . . . . . . . . .,. . . . . . . .
1207,washer . nurse . . . . . . . .,. . . . . . . .
1208,. . . . . . . . . . .,. . . . . . . .
1209,domestic duties . . . . . . . . .,. . . . . . . .
1210,days work . . . . . . . . .,. . . . . . . .
1211,washer . . . . . . . . . .,. . . . . . . .
1212,various . . . . . . . . . .,. . . . . . . .
1213,days work . . . . . . . . .,. . . . . . . .
1214,days work . . . . . . . . .,. . . . . . . .
1215,. . . . . . . . . . .,. . . . . . . .
1216,not able . . . . . . . . .,. . . . . . . .
1217,days work . . . . . . . . .,. . . . . . . .
1218,days work . . . . . . . . .,. . . . . . . .
1219,washer . . . . . . . . . .,. . . . . . . .
1220,days work . . . . . . . . .,. . . . . . . .
1221,days work . . . . . . . . .,. . . . . . . .
1222,days work . . . . . . . . .,. . . . . . . .
1223,service . . . . . . . . . .,. . . . . . . .
1224,. washer . not able . . . . . .,1 . 1 . . . . .
1225,. washer . . . . . . . . .,1 . . . . . . .
1226,cook . . . . . . . . . .,. . . . . . . .
1227,washer . . . . . . . . . .,. . . . . . . .
1228,washer . . . . . . . . . .,. . . . . . . .
1229,. washer . . . . . . . . .,2 . . . . . . .
1230,. washer . . . . . . . . .,1 . . . . . . .
1231,days work . . . . . . . . .,. . . . . . . .
1232,. . . . . . . . . . .,. . . . . . . .
1233,service . . . . . . . . . .,. . . . . . . .
1234,not able . . . . . . . . .,. . . . . . . .
1235,sempstress . . . . . . . . . .,. . . . . . . .
1236,washer . . . . . . . . . .,. . . . . . . .
1237,washer . . . . . . . . . .,. . . . . . . .
1238,. washer . . . . . . . . .,2 . . . . . . .
1239,days work . . . . . . . . .,. . . . . . . .
1240,dom duties . . . . . . . . .,. . . . . . . .
1241,matron moral refm retreat . . . . . . .,. . . . . . . .
1242,eating house . . . . . . . . .,. . . . . . . .
1243,days work . . . . . . . . .,. . . . . . . .
1244,. assist at the house . . . . . .,2 . . . . . . .
1245,. days work . idle . . . . . .,1 . . 1 . . . .
1246,days work when can get it . . . . .,. . . . . . . .
1247,washer . . . . . . . . . .,. . . . . . . .
1248,washer when able . . . . . . . .,. . . . . . . .
1249,. probably idle . . . . . . . .,3 . . . . . . .
1250,. washer . not able . . . . . .,1 . 1 . . . . .
1251,. . . . . . . . . . .,. . . . . . . .
1252,. . . . . . . . . . .,. . . . . . . .
1253,washer . . . . . . . . . .,. . . . . . . .
1254,washr . . . . . . . . . .,. . . . . . . .
1255,days work . . . . . . . . .,. . . . . . . .
1256,washer sometimes . . . . . . . . .,. . . . . . . .
1257,dom duties . . . . . . . . .,. . . . . . . .
1258,washer . . . . . . . . . .,. . . . . . . .
1259,. days work . dressmaker . . . . . .,1 . . 1 . . . .
1260,. washer . not able . . . . . .,1 . 1 . . . . .
1261,cook . . . . . . . . . .,. . . . . . . .
1262,days work sometimes . . . . . . . .,. . . . . . . .
1263,. dom duties . washer . . . . . .,1 . . 1 . . . .
1264,days work . . . . . . . . .,. . . . . . . .
1265,days work . . . . . . . . .,. . . . . . . .
1266,. . . . . . . . . . .,. . . . . . . .
1267,washer . . . . . . . . . .,. . . . . . . .
1268,washer . . . . . . . . . .,. . . . . . . .
1269,. days work . cook . . . . . .,1 . . 1 . . . .
1270,cook house and dance house . . . . . .,. . . . . . . .
1271,days work . . . . . . . . .,. . . . . . . .
1272,. nominal sempstresses . . . . . . . .,3 . . . . . . .
1273,. . . . . . . . . . .,. . . . . . . .
1274,dom duties . . . . . . . . .,. . . . . . . .
1275,. various . . . . . . . . .,2 . . . . . . .
1276,. . . . . . . . . . .,. . . . . . . .
1277,washer . . . . . . . . . .,. . . . . . . .
1278,sempstress . . . . . . . . . .,. . . . . . . .
1279,various . . . . . . . . . .,. . . . . . . .
1280,dom duties . . . . . . . . .,. . . . . . . .
1281,. dom duties . days work . . . . .,1 . . 1 . . . .
1282,. washer when able . . . . . . .,1 . . . . . . .
1283,days work . . . . . . . . .,. . . . . . . .
1284,. cook . rag gatherer . . . . . .,1 . 2 . . . . .
1285,. washer . . . . . . . . .,2 . . . . . . .
1286,huster . . . . . . . . . .,. . . . . . . .
1287,washer . . . . . . . . . .,. . . . . . . .
1288,washer when able . . . . . . . .,. . . . . . . .
1289,. eating house . no able . . . . .,1 . . 1 . . . .
1290,washer . . . . . . . . . .,. . . . . . . .
1291,. . . . . . . . . . .,. . . . . . . .
1292,washer when able . . . . . . . .,. . . . . . . .
1293,. . . . . . . . . . .,. . . . . . . .
1294,. various . . . . . . . . .,3 . . . . . . .
1295,. sempstress . washer . . . . . . .,1 . 1 . . . . .
1296,probably nothing . . . . . . . . .,. . . . . . . .
1297,cuts carpet rags . . . . . . . .,. . . . . . . .
1298,washer . . . . . . . . . .,. . . . . . . .
1299,washer . . . . . . . . . .,. . . . . . . .
1300,. . . . . . . . . . .,. . . . . . . .
1301,washer . . . . . . . . . .,. . . . . . . .
1302,washer . . . . . . . . . .,. . . . . . . .
1303,days work . . . . . . . . .,. . . . . . . .
1304,days work . . . . . . . . .,. . . . . . . .
1305,dom duties . . . . . . . . .,. . . . . . . .
1306,cook . . . . . . . . . .,. . . . . . . .
1307,laborerrs . . . . . . . . . .,. . . . . . . .
1308,days work . . . . . . . . .,. . . . . . . .
1309,various . . . . . . . . . .,. . . . . . . .
1310,days work . . . . . . . . .,. . . . . . . .
1311,washer . . . . . . . . . .,. . . . . . . .
1312,. probably idle . . . . . . . .,2 . . . . . . .
1313,. probably idle . . . . . . . .,3 . . . . . . .
1314,dom duties . . . . . . . . .,. . . . . . . .
1315,shop keeper . . . . . . . . .,. . . . . . . .
1316,dom duties . . . . . . . . .,. . . . . . . .
1317,domduties . . . . . . . . . .,. . . . . . . .
1318,. . . . . . . . . . .,. . . . . . . .
1319,. . . . . . . . . . .,. . . . . . . .
1320,days work . . . . . . . . .,. . . . . . . .
1321,days work . . . . . . . . .,. . . . . . . .
1322,. cut carpet rags . . . . . . .,2 . . . . . . .
1323,service . . . . . . . . . .,. . . . . . . .
1324,service . . . . . . . . . .,. . . . . . . .
1325,cuts carpet rags . . . . . . . .,. . . . . . . .
1326,days work . . . . . . . . .,. . . . . . . .
1327,cuts carpet rags . . . . . . . .,. . . . . . . .
1328,days work . . . . . . . . .,. . . . . . . .
1329,. . . . . . . . . . .,. . . . . . . .
1330,cook . . . . . . . . . .,. . . . . . . .
1331,matt maker . . . . . . . . .,. . . . . . . .
1332,probably nothing . . . . . . . . .,. . . . . . . .
1333,. . . . . . . . . . .,. . . . . . . .
1334,. days work . washer . . . . . .,1 . . 2 . . . .
1335,days work . . . . . . . . .,. . . . . . . .
1336,service when able . . . . . . . .,. . . . . . . .
1337,assist husband . dom duties . . . . . .,. . . . . . . .
1338,. sempstresses . . . . . . . . .,2 . . . . . . .
1339,dom duties . . . . . . . . .,. . . . . . . .
1340,dom duties . . . . . . . . .,. . . . . . . .
1341,days work when able . . . . . . .,. . . . . . . .
1342,washer . . . . . . . . . .,. . . . . . . .
1343,. washer . cook . . . . . . .,1 . 1 . . . . .
1344,. days work . dom duties . . . . .,1 . . 1 . . . .
1345,service . . . . . . . . . .,. . . . . . . .
1346,service . . . . . . . . . .,. . . . . . . .
1347,days work . . . . . . . . .,. . . . . . . .
1348,days work . . . . . . . . .,. . . . . . . .
1349,. . . . . . . . . . .,. . . . . . . .
1350,washer . . . . . . . . . .,. . . . . . . .
1351,dom duties . . . . . . . . .,. . . . . . . .
1352,. sempstresses . . . . . . . . .,2 . . . . . . .
1353,washer . . . . . . . . . .,. . . . . . . .
1354,sempstress . . . . . . . . . .,. . . . . . . .
1355,dress maker . . . . . . . . .,. . . . . . . .
1356,dom duties . . . . . . . . .,. . . . . . . .
1357,days work . . . . . . . . .,. . . . . . . .
1358,days work . . . . . . . . .,. . . . . . . .
1359,washer . . . . . . . . . .,. . . . . . . .
1360,days work . . . . . . . . .,. . . . . . . .
1361,washer . . . . . . . . . .,. . . . . . . .
1362,. . . . . . . . . . .,. . . . . . . .
1363,washer . . . . . . . . . .,. . . . . . . .
1364,washer . . . . . . . . . .,. . . . . . . .
1365,cook . . . . . . . . . .,. . . . . . . .
1366,washer . . . . . . . . . .,. . . . . . . .
1367,days work . . . . . . . . .,. . . . . . . .
1368,dom duties . . . . . . . . .,. . . . . . . .
1369,. days work . . . . . . . .,2 . . . . . . .
1370,washer . . . . . . . . . .,. . . . . . . .
1371,. washer . . . . . . . . .,2 . . . . . . .
1372,. washer . dressm . milliner . . . . .,1 . 1 . . . . .
1373,washer . . . . . . . . . .,. . . . . . . .
1374,washer . . . . . . . . . .,. . . . . . . .
1375,washer . . . . . . . . . .,. . . . . . . .
1376,. days work . sempstress . . . . . .,1 . . 1 . . . .
1377,service . . . . . . . . . .,. . . . . . . .
1378,. domduties . days work . eating house . . .,1 . 1 . . 1 . .
1379,. various . . . . . . . . .,2 . . . . . . .
1380,dress maker . . . . . . . . .,. . . . . . . .
1381,dom duties . . . . . . . . .,. . . . . . . .
1382,washer . . . . . . . . . .,. . . . . . . .
1383,. washer . dressmaker . . . . . . .,1 . 1 . . . . .
1384,days work . . . . . . . . .,. . . . . . . .
1385,washer . . . . . . . . . .,. . . . . . . .
1386,washer . . . . . . . . . .,. . . . . . . .
1387,washer . . . . . . . . . .,. . . . . . . .
1388,. washer . dressmaker . . . . . . .,1 . 1 . . . . .
1389,washer . . . . . . . . . .,. . . . . . . .
1390,dom duties . . . . . . . . .,. . . . . . . .
1391,sempstress . . . . . . . . . .,. . . . . . . .
1392,days work . . . . . . . . .,. . . . . . . .
1393,days work . . . . . . . . .,. . . . . . . .
1394,dom duties . . . . . . . . .,. . . . . . . .
1395,washer . . . . . . . . . .,. . . . . . . .
1396,cook . . . . . . . . . .,. . . . . . . .
1397,washer . . . . . . . . . .,. . . . . . . .
1398,washer . . . . . . . . . .,. . . . . . . .
1399,dress maker . . . . . . . . .,. . . . . . . .
1400,. . . . . . . . . . .,. . . . . . . .
1401,. not well . assists at home . . . .,1 . . 1 . . . .
1402,washer . . . . . . . . . .,. . . . . . . .
1403,washer . . . . . . . . . .,. . . . . . . .
1404,washer . . . . . . . . . .,. . . . . . . .
1405,dress maker when able . . . . . . .,. . . . . . . .
1406,cook . . . . . . . . . .,. . . . . . . .
1407,dom duties . . . . . . . . .,. . . . . . . .
1408,washer . . . . . . . . . .,. . . . . . . .
1409,. . . . . . . . . . .,. . . . . . . .
1410,dom duties . . . . . . . . .,. . . . . . . .
1411,. washer . . . . . . . . .,2 . . . . . . .
1412,days work . . . . . . . . .,. . . . . . . .
1413,not able . . . . . . . . .,. . . . . . . .
1414,days work . . . . . . . . .,. . . . . . . .
1415,w washer . . . . . . . . .,. . . . . . . .
1416,dom duties . . . . . . . . .,. . . . . . . .
1417,washer . . . . . . . . . .,. . . . . . . .
1418,. days work . not able . . . . .,1 . . 1 . . . .
1419,washers . white washerss . . . . . . .,. . . . . . . .
1420,washer . . . . . . . . . .,. . . . . . . .
1421,cook . . . . . . . . . .,. . . . . . . .
1422,days work . . . . . . . . .,. . . . . . . .
1423,service . . . . . . . . . .,. . . . . . . .
1424,washer . . . . . . . . . .,. . . . . . . .
1425,washer . . . . . . . . . .,. . . . . . . .
1426,days work . . . . . . . . .,. . . . . . . .
1427,washer . . . . . . . . . .,. . . . . . . .
1428,dom duties . . . . . . . . .,. . . . . . . .
1429,dom duties . . . . . . . . .,. . . . . . . .
1430,assists husband . . . . . . . . .,. . . . . . . .
1431,washer . . . . . . . . . .,. . . . . . . .
1432,washer . . . . . . . . . .,. . . . . . . .
1433,. days work . . . . . . . .,2 . . . . . . .
1434,. sempstress . not able . . . . . .,12 . 1 . . . . .
1435,service . . . . . . . . . .,. . . . . . . .
1436,washer . . . . . . . . . .,. . . . . . . .
1437,dealer . . . . . . . . . .,. . . . . . . .
1438,. washer . not able . . . . . .,1 . 1 . . . . .
1439,washer . . . . . . . . . .,. . . . . . . .
1440,. days work . not able . . . . .,1 . . 1 . . . .
1441,. washer . . . . . . . . .,2 . . . . . . .
1442,. days work . . . . . . . .,2 . . . . . . .
1443,washer . . . . . . . . . .,. . . . . . . .
1444,washer . . . . . . . . . .,. . . . . . . .
1445,sempstress . . . . . . . . . .,. . . . . . . .
1446,dom duties . . . . . . . . .,. . . . . . . .
1447,washer . . . . . . . . . .,. . . . . . . .
1448,. cook . washer . . . . . . .,1 . 1 . . . . .
1449,days work . . . . . . . . .,. . . . . . . .
1450,. . . . . . . . . . .,. . . . . . . .
1451,washer . . . . . . . . . .,. . . . . . . .
1452,various . . . . . . . . . .,. . . . . . . .
1453,washer . . . . . . . . . .,. . . . . . . .
1454,. washer . not able . . . . . .,1 . 1 . . . . .
1455,. days work . . . . . . . .,1 . . . . . . .
1456,service . . . . . . . . . .,. . . . . . . .
1457,. washer . . . . . . . . .,2 . . . . . . .
1458,washer sempstress . . . . . . . . .,. . . . . . . .
1459,washer . . . . . . . . . .,. . . . . . . .
1460,days work . . . . . . . . .,. . . . . . . .
1461,days work . . . . . . . . .,. . . . . . . .
1462,. washer . not able . . . . . .,1 . 1 . . . . .
1463,washer . . . . . . . . . .,. . . . . . . .
1464,washer . . . . . . . . . .,. . . . . . . .
1465,washer . . . . . . . . . .,. . . . . . . .
1466,. washer . . . . . . . . .,2 . . . . . . .
1467,days work . . . . . . . . .,. . . . . . . .
1468,. very littleafflicted . . . . . . . .,2 . . . . . . .
1469,days work when able . . . . . . .,. . . . . . . .
1470,washer . . . . . . . . . .,. . . . . . . .
1471,days work . . . . . . . . .,. . . . . . . .
1472,. days work . cuts carpet rags . . . .,1 . . 1 . . . .
1473,days work . . . . . . . . .,. . . . . . . .
1474,washer . . . . . . . . . .,. . . . . . . .
1475,washer . . . . . . . . . .,. . . . . . . .
1476,sempstreee . . . . . . . . . .,. . . . . . . .
1477,. washer . . . . . . . . .,2 . . . . . . .
1478,days work . . . . . . . . .,. . . . . . . .
1479,white washer . . . . . . . . .,. . . . . . . .
1480,. washer . cook . . . . . . .,1 . 1 . . . . .
1481,. days work when able . . . . . .,1 . . . . . . .
1482,. days work when able . . . . . .,1 . . . . . . .
1483,washer . . . . . . . . . .,. . . . . . . .
1484,washer . . . . . . . . . .,. . . . . . . .
1485,washer . . . . . . . . . .,. . . . . . . .
1486,washer . . . . . . . . . .,. . . . . . . .
1487,. washer . white washer . . . . . .,1 . 1 . . . . .
1488,w washer when able . . . . . . .,. . . . . . . .
1489,w washer . . . . . . . . .,. . . . . . . .
1490,days work . . . . . . . . .,. . . . . . . .
1491,washer when able . . . . . . . .,. . . . . . . .
1492,. . . . . . . . . . .,. . . . . . . .
1493,days work . . . . . . . . .,. . . . . . . .
1494,. . . . . . . . . . .,. . . . . . . .
1495,. days work . . . . . . . .,3 . . . . . . .
1496,days work . . . . . . . . .,. . . . . . . .
1497,days work . . . . . . . . .,. . . . . . . .
1498,. washer . . . . . . . . .,1 . . . . . . .
1499,washer . white washer . . . . . . .,. . . . . . . .
1500,. dom duties . . . . . . . .,2 . . . . . . .
1501,. sempstresses . . . . . . . . .,2 . . . . . . .
1502,washer when able . . . . . . . .,. . . . . . . .
1503,service . . . . . . . . . .,. . . . . . . .
1504,service . . . . . . . . . .,. . . . . . . .
1505,washer . . . . . . . . . .,. . . . . . . .
1506,washer . . . . . . . . . .,. . . . . . . .
1507,. days work . sempstress . . . . . .,1 . . 1 . . . .
1508,dom duties . . . . . . . . .,. . . . . . . .
1509,days work . . . . . . . . .,. . . . . . . .
1510,. washer . . . . . . . . .,2 . . . . . . .
1511,dom duties . . . . . . . . .,. . . . . . . .
1512,. washer when able . sempstress . . . . .,1 . . . 1 . . .
1513,. assist in oyster house . . . . . .,2 . . . . . . .
1514,. days work . sempstress . . . . . .,2 . . 1 . . . .
1515,days work when can get it . . . . .,. . . . . . . .
1516,days work . . . . . . . . .,. . . . . . . .
1517,. dom duties . . . . . . . .,2 . . . . . . .
1518,. school teacher . dressmaker . . . . . .,1 . . 1 . . . .
1519,. washer . sempstress . . . . . . .,1 . 1 . . . . .
1520,. stewardess . dom duties . . . . . .,1 . 1 . . . . .
1521,washer . . . . . . . . . .,. . . . . . . .
1522,days work . . . . . . . . .,. . . . . . . .
1523,washer . . . . . . . . . .,. . . . . . . .
1524,. washer . not able . . . . . .,1 . 1 . . . . .
1525,days work . . . . . . . . .,. . . . . . . .
1526,. washer . shirt maker . . . . . .,1 . 1 . . . . .
1527,dom duties . . . . . . . . .,. . . . . . . .
1528,. washer . dressmaker . . . . . . .,1 . 1 . . . . .
1529,. washer . not able . . . . . .,1 . 1 . . . . .
1530,washer . . . . . . . . . .,. . . . . . . .
1531,days work . . . . . . . . .,. . . . . . . .
1532,washer . . . . . . . . . .,. . . . . . . .
1533,assists husband . . . . . . . . .,. . . . . . . .
1534,. cook . not able . . . . . .,1 . 1 . . . . .
1535,washer . . . . . . . . . .,. . . . . . . .
1536,. . . . . . . . . . .,. . . . . . . .
1537,washer . . . . . . . . . .,. . . . . . . .
1538,days work . . . . . . . . .,. . . . . . . .
1539,days work . . . . . . . . .,. . . . . . . .
1540,washer . . . . . . . . . .,. . . . . . . .
1541,washer . . . . . . . . . .,. . . . . . . .
1542,days work . . . . . . . . .,. . . . . . . .
1543,dress maker . . . . . . . . .,. . . . . . . .
1544,washer . . . . . . . . . .,. . . . . . . .
1545,days work . . . . . . . . .,. . . . . . . .
1546,washer . . . . . . . . . .,. . . . . . . .
