ID,JoinOcc,JoinCount
2266,. dom duties . not able . . . . .,1 . . 1 . . . .
2267,dom duties . . . . . . . . .,. . . . . . . .
2268,. dom duties . . . . . . . .,1 . . . . . . .
2269,dom duties . . . . . . . . .,. . . . . . . .
2270,washer . . . . . . . . . .,. . . . . . . .
2271,various . . . . . . . . . .,. . . . . . . .
2272,washer . . . . . . . . . .,. . . . . . . .
2273,washer when able . . . . . . . .,. . . . . . . .
2274,dom duties . . . . . . . . .,. . . . . . . .
2275,dress maker . . . . . . . . .,. . . . . . . .
2276,days work . . . . . . . . .,. . . . . . . .
2277,days work . . . . . . . . .,. . . . . . . .
2278,dom duties . . . . . . . . .,. . . . . . . .
2279,. . . . . . . . . . .,. . . . . . . .
2280,washer . . . . . . . . . .,. . . . . . . .
2281,washer . . . . . . . . . .,. . . . . . . .
2282,dom duties . . . . . . . . .,. . . . . . . .
2283,washer . . . . . . . . . .,. . . . . . . .
2284,dress maker . . . . . . . . .,. . . . . . . .
2285,washer . . . . . . . . . .,. . . . . . . .
2286,washer . . . . . . . . . .,. . . . . . . .
2287,washer . . . . . . . . . .,. . . . . . . .
2288,. days work . not able . . . . .,1 . . 1 . . . .
2289,washer . . . . . . . . . .,. . . . . . . .
2290,. . . . . . . . . . .,. . . . . . . .
2291,. . . . . . . . . . .,. . . . . . . .
2292,. . . . . . . . . . .,. . . . . . . .
2293,days work . . . . . . . . .,. . . . . . . .
2294,washer . . . . . . . . . .,. . . . . . . .
2295,washer . . . . . . . . . .,. . . . . . . .
2296,. . . . . . . . . . .,. . . . . . . .
2297,washer . . . . . . . . . .,. . . . . . . .
2298,dress . shirt maker . . . . . . .,. . . . . . . .
2299,dress maker . tailoress . . . . . . .,. . . . . . . .
2300,dom duties . . . . . . . . .,. . . . . . . .
2301,. shirtm . days work . not able . . .,1 . 1 . . 1 . .
2302,dom duties . . . . . . . . .,. . . . . . . .
2303,days work . . . . . . . . .,. . . . . . . .
2304,washer . . . . . . . . . .,. . . . . . . .
2305,. washer . not able . . . . . .,2 . 1 . . . . .
2306,. . . . . . . . . . .,. . . . . . . .
2307,washer . . . . . . . . . .,. . . . . . . .
2308,days work . . . . . . . . .,. . . . . . . .
2309,dress maker . . . . . . . . .,. . . . . . . .
2310,. . . . . . . . . . .,. . . . . . . .
2311,. . . . . . . . . . .,. . . . . . . .
2312,. . . . . . . . . . .,. . . . . . . .
2313,. . . . . . . . . . .,. . . . . . . .
2314,washer . . . . . . . . . .,. . . . . . . .
2315,. . . . . . . . . . .,. . . . . . . .
2316,dom duties . . . . . . . . .,. . . . . . . .
2317,shop keeper . . . . . . . . .,. . . . . . . .
2318,days work . . . . . . . . .,. . . . . . . .
2319,days work . not able . . . . . .,. . 1 . . . . .
2320,. washer . . . . . . . . .,2 . . . . . . .
2321,days work . . . . . . . . .,. . . . . . . .
2322,washer . . . . . . . . . .,. . . . . . . .
2323,washer . . . . . . . . . .,. . . . . . . .
2324,. washer . not able . . . . . .,1 . 1 . . . . .
2325,washer . . . . . . . . . .,. . . . . . . .
2326,washer . . . . . . . . . .,. . . . . . . .
2327,washer . . . . . . . . . .,. . . . . . . .
2328,. . . . . . . . . . .,. . . . . . . .
2329,. washer . . . . . . . . .,1 . . . . . . .
2330,. washer . dressm . cook . . . . .,1 . 1 . 1 . . .
2331,washer . . . . . . . . . .,. . . . . . . .
2332,washer . days work . . . . . . .,1 1 . . . . . .
2333,. dom duties . shirt maker . . . . .,1 . . 1 . . . .
2334,washer . . . . . . . . . .,. . . . . . . .
2335,washer . . . . . . . . . .,. . . . . . . .
2336,washer . . . . . . . . . .,. . . . . . . .
2337,washer . . . . . . . . . .,. . . . . . . .
2338,washer . . . . . . . . . .,. . . . . . . .
2339,dom duties . . . . . . . . .,. . . . . . . .
2340,. nurse . dress maker . . . . . .,1 . 1 . . . . .
2341,dom duties . . . . . . . . .,. . . . . . . .
2342,. days work . . . . . . . .,2 . . . . . . .
2343,washer . . . . . . . . . .,. . . . . . . .
2344,huxter . . . . . . . . . .,. . . . . . . .
2345,days work . . . . . . . . .,. . . . . . . .
2346,washet . . . . . . . . . .,. . . . . . . .
2347,washer . . . . . . . . . .,. . . . . . . .
2348,huxter . . . . . . . . . .,. . . . . . . .
2349,huxter washer . . . . . . . . .,. . . . . . . .
2350,washer . . . . . . . . . .,. . . . . . . .
2351,cook . . . . . . . . . .,. . . . . . . .
2352,. white washer . domduties . . . . . .,1 . . 1 . . . .
2353,dress maker . . . . . . . . .,. . . . . . . .
2354,washer . . . . . . . . . .,. . . . . . . .
2355,washer . . . . . . . . . .,. . . . . . . .
2356,. . . . . . . . . . .,. . . . . . . .
2357,washer . . . . . . . . . .,. . . . . . . .
2358,washer . . . . . . . . . .,. . . . . . . .
2359,washer . . . . . . . . . .,. . . . . . . .
2360,. washer . . . . . . . . .,2 . . . . . . .
2361,days work . . . . . . . . .,. . . . . . . .
2362,washer . . . . . . . . . .,. . . . . . . .
2363,. . . . . . . . . . .,. . . . . . . .
2364,washer . sempstress . . . . . . . .,. . . . . . . .
2365,washer . . . . . . . . . .,. . . . . . . .
2366,washer when able . . . . . . . .,. . . . . . . .
2367,. washer . . . . . . . . .,2 . . . . . . .
2368,days work . . . . . . . . .,. . . . . . . .
2369,. washer . past work . . . . . .,1 . 1 . . . . .
2370,. . . . . . . . . . .,. . . . . . . .
2371,. . . . . . . . . . .,. . . . . . . .
2372,washer . . . . . . . . . .,. . . . . . . .
2373,washer . . . . . . . . . .,. . . . . . . .
2374,dom duties . . . . . . . . .,. . . . . . . .
2375,. . . . . . . . . . .,. . . . . . . .
2376,. days work . dress maker . . . . .,1 . . 1 . . . .
2377,washer . . . . . . . . . .,. . . . . . . .
2378,washer . . . . . . . . . .,. . . . . . . .
2379,washer . . . . . . . . . .,. . . . . . . .
2380,. . . . . . . . . . .,. . . . . . . .
2381,washer . . . . . . . . . .,. . . . . . . .
2382,. nurse . washer . shirt maker . . . .,1 . 1 . . . . .
2383,. . . . . . . . . . .,. . . . . . . .
2384,washer . . . . . . . . . .,. . . . . . . .
2385,dress maker . . . . . . . . .,. . . . . . . .
2386,washer . . . . . . . . . .,. . . . . . . .
2387,. washer . . . . . . . . .,2 . . . . . . .
2388,dress maker . . . . . . . . .,. . . . . . . .
2389,. washer . days work . . . . . .,2 . 1 . . . . .
2390,. . . . . . . . . . .,. . . . . . . .
2391,washer . . . . . . . . . .,. . . . . . . .
2392,washer . . . . . . . . . .,. . . . . . . .
2393,washer . . . . . . . . . .,. . . . . . . .
2394,washer . white washer . . . . . . .,. 1 . . . . . .
2395,domduties . . . . . . . . . .,. . . . . . . .
2396,. dom duties . cook . . . . . .,1 . . 1 . . . .
2397,days work . . . . . . . . .,. . . . . . . .
2398,. white washer . dress maker . . . . .,1 . . 1 . . . .
2399,dom duties . . . . . . . . .,. . . . . . . .
2400,washer when able . . . . . . . .,. . . . . . . .
2401,washer when able . . . . . . . .,. . . . . . . .
2402,. washer . . . . . . . . .,2 . . . . . . .
2403,. dom duties . . . . . . . .,1 . . . . . . .
2404,days work . . . . . . . . .,. . . . . . . .
2405,. days work . . . . . . . .,2 . . . . . . .
2406,washer . . . . . . . . . .,. . . . . . . .
2407,. tailoress . domduties . . . . . . .,1 . 1 . . . . .
2408,washer . . . . . . . . . .,. . . . . . . .
2409,. . . . . . . . . . .,. . . . . . . .
2410,. . . . . . . . . . .,. . . . . . . .
2411,washer . . . . . . . . . .,. . . . . . . .
2412,washer . sempstress . . . . . . . .,. . . . . . . .
2413,washer . . . . . . . . . .,. . . . . . . .
2414,. washer . . . . . . . . .,2 . . . . . . .
2415,washer . . . . . . . . . .,. . . . . . . .
2416,days work . . . . . . . . .,. . . . . . . .
2417,days work . . . . . . . . .,. . . . . . . .
2418,. . . . . . . . . . .,. . . . . . . .
2419,days work . . . . . . . . .,. . . . . . . .
2420,. shirt . dress makers . . . . . .,2 . . . . . . .
2421,. days work . washer . sempstress . . . .,1 . . 1 . . . .
2422,washer . sempstress . . . . . . . .,. . . . . . . .
2423,washer . . . . . . . . . .,. . . . . . . .
2424,washer . . . . . . . . . .,. . . . . . . .
2425,. dressm . sempstress . . . . . . .,1 . 1 . . . . .
2426,shirt . dress maker . . . . . . .,. . . . . . . .
2427,. dom duties . . . . . . . .,2 . . . . . . .
2428,dom duties . . . . . . . . .,1 . . . . . . .
2429,washer . . . . . . . . . .,. . . . . . . .
2430,days work . . . . . . . . .,. . . . . . . .
2431,dom duties . . . . . . . . .,. . . . . . . .
2432,washer . . . . . . . . . .,. . . . . . . .
2433,. cook . days work . . . . . .,1 . 1 . . . . .
2434,dress maker . . . . . . . . .,. . . . . . . .
2435,washer . . . . . . . . . .,. . . . . . . .
2436,washer . . . . . . . . . .,. . . . . . . .
2437,. washer . . . . . . . . .,2 . . . . . . .
2438,dom duties . . . . . . . . .,. . . . . . . .
2439,washer . . . . . . . . . .,. . . . . . . .
2440,dom duties . . . . . . . . .,. . . . . . . .
2441,days work . . . . . . . . .,. . . . . . . .
2442,days work . . . . . . . . .,. . . . . . . .
2443,days work . . . . . . . . .,. . . . . . . .
2444,washer . . . . . . . . . .,. . . . . . . .
2445,washer . . . . . . . . . .,. . . . . . . .
2446,. dom duties . teacher . . . . . .,1 . . 1 . . . .
2447,washer . . . . . . . . . .,. . . . . . . .
2448,shirt maker . . . . . . . . .,. . . . . . . .
2449,. washer . . . . . . . . .,2 . . . . . . .
2450,days work . . . . . . . . .,. . . . . . . .
2451,days work . . . . . . . . .,. . . . . . . .
2452,washer . . . . . . . . . .,. . . . . . . .
2453,. . . . . . . . . . .,. . . . . . . .
2454,. dom duties . not able . . . . .,1 . . 1 . . . .
2455,washet . . . . . . . . . .,. . . . . . . .
2456,dom duties . . . . . . . . .,. . . . . . . .
2457,. tailoress . dom duties . . . . . .,1 . 1 . . . . .
2458,dom duties . . . . . . . . .,. . . . . . . .
2459,washer . . . . . . . . . .,. . . . . . . .
2460,. washer . past work . . . . . .,1 . 1 . . . . .
2461,washer . . . . . . . . . .,. . . . . . . .
2462,cuts carpet rags . . . . . . . .,. . . . . . . .
2463,washet . . . . . . . . . .,. . . . . . . .
2464,washer . . . . . . . . . .,. . . . . . . .
2465,washer . . . . . . . . . .,. . . . . . . .
2466,cook . . . . . . . . . .,. . . . . . . .
2467,. washer . . . . . . . . .,2 . . . . . . .
2468,washer . . . . . . . . . .,. . . . . . . .
2469,washer . past work . . . . . . .,. 1 . . . . . .
2470,washer . . . . . . . . . .,. . . . . . . .
2471,washer . . . . . . . . . .,. . . . . . . .
2472,cook when able . . . . . . . .,. . . . . . . .
2473,dom duties . . . . . . . . .,. . . . . . . .
2474,washer . . . . . . . . . .,. . . . . . . .
2475,washer . . . . . . . . . .,. . . . . . . .
2476,days work . . . . . . . . .,. . . . . . . .
2477,washer . . . . . . . . . .,. . . . . . . .
2478,. washer . dom duties . . . . . .,1 . 1 . . . . .
2479,. . . . . . . . . . .,. . . . . . . .
2480,domduties . . . . . . . . . .,. . . . . . . .
2481,. . . . . . . . . . .,. . . . . . . .
2482,washer . . . . . . . . . .,. . . . . . . .
2483,dom duties . . . . . . . . .,. . . . . . . .
2484,days work . . . . . . . . .,. . . . . . . .
2485,. carpet rags . . . . . . . .,2 . . . . . . .
2486,washer . . . . . . . . . .,. . . . . . . .
2487,. washer . . . . . . . . .,1 . . . . . . .
2488,dress maker . . . . . . . . .,. . . . . . . .
2489,days work . . . . . . . . .,. . . . . . . .
2490,. . . . . . . . . . .,. . . . . . . .
2491,days work . . . . . . . . .,. . . . . . . .
2492,washer . . . . . . . . . .,. . . . . . . .
2493,. . . . . . . . . . .,. . . . . . . .
2494,dom duties . . . . . . . . .,. . . . . . . .
2495,shirt maker . . . . . . . . .,. . . . . . . .
2496,. confectioner dom duties . . . . . . .,1 . 1 . . . . .
2497,dom . duties . . . . . . . .,. . . . . . . .
2498,. confectioner . shirt m . dress m . . .,1 . 1 . . 2 . .
2499,. dom duties . dressm . not able . . .,3 . . 1 . 1 . .
2500,. . . . . . . . . . .,. . . . . . . .
2501,washing . . . . . . . . . .,. . . . . . . .
2502,washing . ironing . . . . . . . .,. . . . . . . .
2503,keeps shop . . . . . . . . .,. . . . . . . .
2504,washing . ironing . . . . . . . .,. . . . . . . .
2505,washing . . . . . . . . . .,. . . . . . . .
2506,. . . . . . . . . . .,. . . . . . . .
2507,house cleaning . . . . . . . . .,. . . . . . . .
2508,washing . . . . . . . . . .,. . . . . . . .
2509,unemployed . . . . . . . . . .,. . . . . . . .
2510,washing . ironing . . . . . . . .,. . . . . . . .
2511,washing . ironing . . . . . . . .,. . . . . . . .
2512,. . . . . . . . . . .,. . . . . . . .
2513,washing . . . . . . . . . .,. . . . . . . .
2514,dress maker . . . . . . . . .,. . . . . . . .
2515,washing . ironing . . . . . . . .,. . . . . . . .
2516,. . . . . . . . . . .,. . . . . . . .
2517,washing . ironing . . . . . . . .,. . . . . . . .
2518,washing . . . . . . . . . .,. . . . . . . .
2519,. . . . . . . . . . .,. . . . . . . .
2520,. . . . . . . . . . .,. . . . . . . .
2521,unemployed . . . . . . . . . .,. . . . . . . .
2522,washing . ironing . . . . . . . .,. . . . . . . .
2523,. . . . . . . . . . .,. . . . . . . .
2524,. . . . . . . . . . .,. . . . . . . .
2525,. . . . . . . . . . .,. . . . . . . .
2526,washing . . . . . . . . . .,. . . . . . . .
2527,keeps house . . . . . . . . .,. . . . . . . .
2528,. . . . . . . . . . .,. . . . . . . .
2529,washing . ironing . . . . . . . .,. . . . . . . .
2530,washing . . . . . . . . . .,. . . . . . . .
2531,whitewashing . . . . . . . . . .,. . . . . . . .
2532,washing . . . . . . . . . .,. . . . . . . .
2533,. . . . . . . . . . .,. . . . . . . .
2534,. . . . . . . . . . .,. . . . . . . .
2535,mantua maker . . . . . . . . .,. . . . . . . .
2536,washing . . . . . . . . . .,. . . . . . . .
2537,general work . . . . . . . . .,. . . . . . . .
2538,whitewashing . . . . . . . . . .,. . . . . . . .
2539,house cleaning . . . . . . . . .,. . . . . . . .
2540,wife sick . . . . . . . . .,. . . . . . . .
2541,stand in market . . . . . . . .,. . . . . . . .
2542,attend shop provisions . . . . . . . .,. . . . . . . .
2543,washing . cts . . . . . . . .,. . . . . . . .
2544,washing . . . . . . . . . .,. . . . . . . .
2545,unemployed . . . . . . . . . .,. . . . . . . .
2546,sewing . . . . . . . . . .,. . . . . . . .
2547,washing . . . . . . . . . .,. . . . . . . .
2548,house cleaning . . . . . . . . .,. . . . . . . .
2549,whitewashing . . . . . . . . . .,. . . . . . . .
2550,whitewashing . . . . . . . . . .,. . . . . . . .
2551,unemployed . . . . . . . . . .,. . . . . . . .
2552,whitewashing . . . . . . . . . .,. . . . . . . .
2553,washing . sewing . . . . . . . .,. . . . . . . .
2554,washing . . . . . . . . . .,. . . . . . . .
2555,. . . . . . . . . . .,. . . . . . . .
2556,cook . . . . . . . . . .,. . . . . . . .
2557,washing . . . . . . . . . .,. . . . . . . .
2558,. . . . . . . . . . .,. . . . . . . .
2559,wasing . ironing . sewing . . . . . .,. . . . . . . .
2560,assorter of rags . . . . . . . .,. . . . . . . .
2561,white washing . . . . . . . . .,. . . . . . . .
2562,general work . . . . . . . . .,. . . . . . . .
2563,washing . . . . . . . . . .,. . . . . . . .
2564,house cleaner . . . . . . . . .,. . . . . . . .
2565,washing . ironing . . . . . . . .,. . . . . . . .
2566,. . . . . . . . . . .,. . . . . . . .
2567,. . . . . . . . . . .,. . . . . . . .
2568,. . . . . . . . . . .,. . . . . . . .
2569,dressmaker . . . . . . . . . .,. . . . . . . .
2570,. . . . . . . . . . .,. . . . . . . .
2571,washing regularly . . . . . . . . .,. . . . . . . .
2572,whitewashing . . . . . . . . . .,. . . . . . . .
2573,. . . . . . . . . . .,. . . . . . . .
2574,. cook . . . cook . . . . .,1 . . . 1 . . 12
2575,washing . . . . . . . . . .,. . . . . . . .
2576,young child husband left . . . . . . .,. . . . . . . .
2577,. . . . . . . . . . .,. . . . . . . .
2578,wash . . . . . . . . . .,. . . . . . . .
2579,washing and ironing . . . . . . . .,. . . . . . . .
2580,white washing . . . . . . . . .,. . . . . . . .
2581,washing . . . . . . . . . .,. . . . . . . .
2582,. each . . . . . . . . .,. . . . . . . .
2583,house cleans . . . . . . . . .,. . . . . . . .
2584,house cleaning . . . . . . . . .,. . . . . . . .
2585,washing . white washing . . . . . . .,. . . . . . . .
2586,wie wants wor . . . . . . . .,. . . . . . . .
2587,shirt maker . . . . . . . . .,. . . . . . . .
2588,washing . . . . . . . . . .,. . . . . . . .
2589,. . . . . . . . . . .,. . . . . . . .
2590,washing . . . . . . . . . .,. . . . . . . .
2591,house cleaning . . . . . . . . .,. . . . . . . .
2592,sells in market . . . . . . . .,. . . . . . . .
2593,washing . . . . . . . . . .,. . . . . . . .
2594,house cleans . . . . . . . . .,. . . . . . . .
2595,whitewashing . . . . . . . . . .,. . . . . . . .
2596,. . . . . . . . . . .,. . . . . . . .
2597,washing . . . . . . . . . .,. . . . . . . .
2598,dress maker . . . . . . . . .,. . . . . . . .
2599,. . . . . . . . . . .,. . . . . . . .
2600,washing . . . . . . . . . .,. . . . . . . .
2601,washing . . . . . . . . . .,. . . . . . . .
2602,house cleaning . . . . . . . . .,. . . . . . . .
2603,washing . ironing . . . . . . . .,. . . . . . . .
2604,homooy sells . . . . . . . . .,. . . . . . . .
2605,washing . . . . . . . . . .,. . . . . . . .
2606,. . . . . . . . . . .,. . . . . . . .
2607,washing . ironing . . . . . . . .,. . . . . . . .
2608,same . . . . . . . . . .,. . . . . . . .
2609,. . . . . . . . . . .,. . . . . . . .
2610,washing . ironing . . . . . . . .,. . . . . . . .
2611,. . . . . . . . . . .,. . . . . . . .
2612,washing . . . . . . . . . .,. . . . . . . .
2613,washing . ironing . . . . . . . .,. . . . . . . .
2614,washing . sewing . . . . . . . .,. . . . . . . .
2615,. . . . . . . . . . .,. . . . . . . .
2616,washing . regularly . . . . . . . .,. . . . . . . .
2617,ornamental hair dresser . . . . . . . .,. . . . . . . .
2618,mantua maker . . . . . . . . .,. . . . . . . .
2619,wash . . . . . . . . . .,. . . . . . . .
2620,unemployed . . . . . . . . . .,. . . . . . . .
2621,dress maker . . . . . . . . .,. . . . . . . .
2622,washing . . . . . . . . . .,. . . . . . . .
2623,washing . ironing . . . . . . . .,. . . . . . . .
2624,washing . . . . . . . . . .,. . . . . . . .
2625,washing . ironing . . . . . . . .,. . . . . . . .
2626,washing . . . . . . . . . .,. . . . . . . .
2627,washing . . . . . . . . . .,. . . . . . . .
2628,washing . ironing . . . . . . . .,. . . . . . . .
2629,service . . . . . . . . . .,. . . . . . . .
2630,washing . . . . . . . . . .,. . . . . . . .
2631,general work . . . . . . . . .,. . . . . . . .
2632,sewing . . . . . . . . . .,. . . . . . . .
2633,washing . . . . . . . . . .,. . . . . . . .
2634,. . . . . . . . . . .,. . . . . . . .
2635,house cleaning . . . . . . . . .,. . . . . . . .
2636,washing . ironing . . . . . . . .,. . . . . . . .
2637,. . . . . . . . . . .,. . . . . . . .
2638,. . . . . . . . . . .,. . . . . . . .
2639,mantua maker . . . . . . . . .,. . . . . . . .
2640,mantua maker . . . . . . . . .,. . . . . . . .
2641,washing . ironing . . . . . . . .,. . . . . . . .
2642,keeps the house . . . . . . . .,. . . . . . . .
2643,keeps the house . . . . . . . .,. . . . . . . .
2644,house cleaning . . . . . . . . .,. . . . . . . .
2645,house cleaning . . . . . . . . .,. . . . . . . .
2646,. . . . . . . . . . .,. . . . . . . .
2647,whitewashing . . . . . . . . . .,. . . . . . . .
2648,. . . . . . . . . . .,. . . . . . . .
2649,washing . . . . . . . . . .,. . . . . . . .
2650,washing . . . . . . . . . .,. . . . . . . .
2651,washing . ironing . . . . . . . .,. . . . . . . .
2652,. . . . . . . . . . .,. . . . . . . .
2653,. . . . . . . . . . .,. . . . . . . .
2654,. . . . . . . . . . .,. . . . . . . .
2655,. . . . . . . . . . .,. . . . . . . .
2656,general work . . . . . . . . .,. . . . . . . .
2657,wash . . . . . . . . . .,. . . . . . . .
2658,. . . . . . . . . . .,. . . . . . . .
2659,. . . . . . . . . . .,. . . . . . . .
2660,washing . . . . . . . . . .,. . . . . . . .
2661,unemployed . . . . . . . . . .,. . . . . . . .
2662,washing . . . . . . . . . .,. . . . . . . .
2663,. . . . . . . . . . .,. . . . . . . .
2664,washing . sewing . . . . . . . .,. . . . . . . .
2665,seamstress . . . . . . . . . .,. . . . . . . .
2666,washing . ironing . . . . . . . .,. . . . . . . .
2667,deals in vegtables . . . . . . . .,. . . . . . . .
2668,washing . . . . . . . . . .,. . . . . . . .
2669,washing . . . . . . . . . .,. . . . . . . .
2670,. . . . . . . . . . .,. . . . . . . .
2671,. . . . . . . . . . .,. . . . . . . .
2672,house cleaning . . . . . . . . .,. . . . . . . .
2673,seamstress . . . . . . . . . .,. . . . . . . .
2674,washing . . . . . . . . . .,. . . . . . . .
2675,mantua maker . . . . . . . . .,. . . . . . . .
2676,. . . . . . . . . . .,. . . . . . . .
2677,. . . . . . . . . . .,. . . . . . . .
2678,washing . . . . . . . . . .,. . . . . . . .
2679,washing . . . . . . . . . .,. . . . . . . .
2680,house cleaning . . . . . . . . .,. . . . . . . .
2681,washing . . . . . . . . . .,. . . . . . . .
2682,washing . cts . . . . . . . .,. . . . . . . .
2683,. . . . . . . . . . .,. . . . . . . .
2684,whitewashing . . . . . . . . . .,. . . . . . . .
2685,washing . ironing . . . . . . . .,. . . . . . . .
2686,washing . . . . . . . . . .,. . . . . . . .
2687,. . . . . . . . . . .,. . . . . . . .
2688,washing . . . . . . . . . .,. . . . . . . .
2689,washing . . . . . . . . . .,. . . . . . . .
2690,sewing . . . . . . . . . .,. . . . . . . .
2691,mantua maker . . . . . . . . .,. . . . . . . .
2692,washing . . . . . . . . . .,. . . . . . . .
2693,. . . . . . . . . . .,. . . . . . . .
2694,. . . . . . . . . . .,. . . . . . . .
2695,. . . . . . . . . . .,. . . . . . . .
2696,washing . . . . . . . . . .,. . . . . . . .
2697,washing . . . . . . . . . .,. . . . . . . .
2698,washing . . . . . . . . . .,. . . . . . . .
2699,washing . ironing . . . . . . . .,. . . . . . . .
2700,house cleaning . . . . . . . . .,. . . . . . . .
2701,house cleaning . . . . . . . . .,. . . . . . . .
2702,house cleaning . . . . . . . . .,. . . . . . . .
2703,. . . . . . . . . . .,. . . . . . . .
2704,. . . . . . . . . . .,. . . . . . . .
2705,. . . . . . . . . . .,. . . . . . . .
2706,washing . days per week . . . . . .,. 2 . . . . . .
2707,cooking . . . . . . . . . .,. . . . . . . .
2708,washing . sewing . . . . . . . .,. . . . . . . .
2709,unemployed . . . . . . . . . .,. . . . . . . .
2710,general work . . . . . . . . .,. . . . . . . .
2711,unemployed . . . . . . . . . .,. . . . . . . .
2712,. . . . . . . . . . .,. . . . . . . .
2713,washing and boarders . . . . . . . .,. . . . . . . .
2714,house cleaning . . . . . . . . .,. . . . . . . .
2715,washing . . . . . . . . . .,. . . . . . . .
2716,washing . . . . . . . . . .,. . . . . . . .
2717,washing . . . . . . . . . .,. . . . . . . .
2718,. . . . . . . . . . .,. . . . . . . .
2719,. . . . . . . . . . .,. . . . . . . .
2720,cook . . . . . . . . . .,. . . . . . . .
2721,cook . . . . . . . . . .,. . . . . . . .
2722,washing . . . . . . . . . .,. . . . . . . .
2723,house cleaning . . . . . . . . .,. . . . . . . .
2724,house cleaning . . . . . . . . .,. . . . . . . .
2725,. . . . . . . . . . .,. . . . . . . .
2726,seamstress . . . . . . . . . .,. . . . . . . .
2727,washing and ironing . . . . . . . .,. . . . . . . .
2728,general work . . . . . . . . .,. . . . . . . .
2729,unemployed . . . . . . . . . .,. . . . . . . .
2730,keeps the house . . . . . . . .,. . . . . . . .
2731,. . . . . . . . . . .,. . . . . . . .
2732,washing . ironing . . . . . . . .,. . . . . . . .
2733,washing . . . . . . . . . .,. . . . . . . .
2734,house cleaning . . . . . . . . .,. . . . . . . .
2735,washing . . . . . . . . . .,. . . . . . . .
2736,washing . ironing . . . . . . . .,. . . . . . . .
2737,washing . ironing . . . . . . . .,. . . . . . . .
2738,. . . . . . . . . . .,. . . . . . . .
2739,wash . . . . . . . . . .,. . . . . . . .
2740,washing . . . . . . . . . .,. . . . . . . .
2741,washing . . . . . . . . . .,. . . . . . . .
2742,. . . . . . . . . . .,. . . . . . . .
2743,washing . . . . . . . . . .,. . . . . . . .
2744,. . . . . . . . . . .,. . . . . . . .
2745,keeps small shop . . . . . . . .,. . . . . . . .
2746,. . . . . . . . . . .,. . . . . . . .
2747,wants work . . . . . . . . .,. . . . . . . .
2748,washing . . . . . . . . . .,. . . . . . . .
2749,washing . . . . . . . . . .,. . . . . . . .
2750,. . . . . . . . . . .,. . . . . . . .
2751,washing . ironing . . . . . . . .,. . . . . . . .
2752,. . . . . . . . . . .,. . . . . . . .
2753,washing . . . . . . . . . .,. . . . . . . .
2754,washing . ironing . . . . . . . .,. . . . . . . .
2755,washing whitewashing . . . . . . . . .,. . . . . . . .
2756,. . . . . . . . . . .,. . . . . . . .
2757,unemployed . . . . . . . . . .,. . . . . . . .
2758,general work . . . . . . . . .,. . . . . . . .
2759,house cleaning . . . . . . . . .,. . . . . . . .
2760,washing . . . . . . . . . .,. . . . . . . .
2761,washing . . . . . . . . . .,. . . . . . . .
2762,washing . . . . . . . . . .,. . . . . . . .
2763,washing . ironing . . . . . . . .,. . . . . . . .
2764,. . . . . . . . . . .,. . . . . . . .
2765,washing . ironing . . . . . . . .,. . . . . . . .
2766,. . . . . . . . . . .,. . . . . . . .
2767,unemployed . . . . . . . . . .,. . . . . . . .
2768,washing and ironing . . . . . . . .,. . . . . . . .
2769,cook . . . . . . . . . .,. . . . . . . .
2770,washing . ironing . . . . . . . .,. . . . . . . .
2771,washing . ironing . . . . . . . .,. . . . . . . .
2772,washing . nurse children . . . . . . .,. . . . . . . .
2773,washing . . . . . . . . . .,. . . . . . . .
2774,washing . ironing . . . . . . . .,. . . . . . . .
2775,boarders . washing . . . . . . . .,. . . . . . . .
2776,washing . . . . . . . . . .,. . . . . . . .
2777,washing . . . . . . . . . .,. . . . . . . .
2778,washing . ironing . . . . . . . .,. . . . . . . .
2779,. . . . . . . . . . .,. . . . . . . .
2780,washing . ironing . . . . . . . .,. . . . . . . .
2781,washing . . . . . . . . . .,. . . . . . . .
2782,shirt maker . . . . . . . . .,. . . . . . . .
2783,washing . . . . . . . . . .,. . . . . . . .
2784,washing . . . . . . . . . .,. . . . . . . .
2785,washing . ironing . . . . . . . .,. . . . . . . .
2786,whitewashing . . . . . . . . . .,. . . . . . . .
2787,washing . . . . . . . . . .,. . . . . . . .
2788,general work . . . . . . . . .,. . . . . . . .
2789,washing . . regularly . . . . . . .,. . . . . . . .
2790,. . . . . . . . . . .,. . . . . . . .
2791,washing . . . . . . . . . .,. . . . . . . .
2792,. . . . . . . . . . .,. . . . . . . .
2793,house cleaning . . . . . . . . .,. . . . . . . .
2794,sells pepper pot . . . . . . . .,. . . . . . . .
2795,washing . ironing . . . . . . . .,. . . . . . . .
2796,makes carpet rag balls . . . . . . .,. . . . . . . .
2797,. . . . . . . . . . .,. . . . . . . .
2798,wants work . . . . . . . . .,. . . . . . . .
2799,washing . . . . . . . . . .,. . . . . . . .
2800,washing . . . . . . . . . .,. . . . . . . .
2801,washing . . . . . . . . . .,. . . . . . . .
2802,cooking pen . . . . . . . . .,. . . . . . . .
2803,washing . ironing . . . . . . . .,. . . . . . . .
2804,washing . ironing . . . . . . . .,. . . . . . . .
2805,general work . . . . . . . . .,. . . . . . . .
2806,keeps big house . . . . . . . .,. . . . . . . .
2807,house cleaning . . . . . . . . .,. . . . . . . .
2808,. . . . . . . . . . .,. . . . . . . .
